brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
5,20240615_130713,20240615_130741,1,0,20240615_130752
6,20240615_130752,20240615_130806,1,0,20240615_130818
7,20240615_130818,20240615_130831,1,0,20240615_130842
8,20240615_130842,20240615_130855,1,0,20240615_130906
9,20240615_130906,20240615_130926,2,0,20240615_130937
