brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
49,20240616_124852,20240616_124918,1,0,20240616_124930
50,20240616_124930,20240616_125005,1,1,20240616_125018
124,20240616_125018,20240616_125121,2,2,20240616_125134
125,20240616_125134,20240616_125210,1,1,20240616_125223
