brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
64,20240625_160023,20240625_160126,1,2,20240625_160137
58,20240625_160137,20240625_160336,2,5,20240625_160349
60,20240625_160349,20240625_161023,3,19,20240625_161034
66,20240625_161034,20240625_162703,3,51,20240625_162715
56,20240625_162715,20240625_162827,1,3,20240625_162839
61,20240625_162839,20240625_163111,3,6,20240625_163126
