brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
2,20240615_130155,20240615_130224,1,0,20240615_130235
3,20240615_130235,20240615_130256,2,0,20240615_130306
4,20240615_130306,20240615_130319,1,0,20240615_130330
