brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
1,20240618_111051,20240618_111117,1,0,20240618_111128
2,20240618_111128,20240618_111142,1,0,20240618_111153
3,20240618_111153,20240618_111207,1,0,20240618_111218
