brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
12,20240614_154153,20240614_154318,2,0,20240614_154329
13,20240614_154329,20240614_154343,1,0,20240614_154354
14,20240614_154354,20240614_154409,1,0,20240614_154420
15,20240614_154420,20240614_154434,1,0,20240614_154444
