brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
32,20240625_131144,20240625_131209,1,0,20240625_131222
12,20240625_131222,20240625_131712,2,14,20240625_131724
1,20240625_131724,20240625_131836,1,3,20240625_131848
29,20240625_131848,20240625_131942,1,2,20240625_131955
30,20240625_131955,20240625_132047,1,2,20240625_132058
34,20240625_132058,20240625_132311,3,5,20240625_132324
36,20240625_132324,20240625_132410,2,1,20240625_132423
