brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
21,20240615_133113,20240615_133141,1,0,20240615_133151
22,20240615_133151,20240615_133211,2,0,20240615_133222
23,20240615_133222,20240615_133236,1,0,20240615_133246
24,20240615_133246,20240615_133300,1,0,20240615_133311
