brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
87,20240616_105858,20240616_105924,1,0,20240616_105937
99,20240616_105937,20240616_110037,3,1,20240616_110049
100,20240616_110049,20240616_110103,1,0,20240616_110116
