brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
1,20240615_091629,20240615_091748,1,0,20240615_091759
2,20240615_091759,20240615_091814,1,0,20240615_091825
3,20240615_091825,20240615_091846,2,0,20240615_091857
4,20240615_091857,20240615_091911,1,0,20240615_091922
5,20240615_091922,20240615_092040,1,1,20240615_092051
6,20240615_092051,20240615_092104,1,0,20240615_092116
7,20240615_092116,20240615_092129,1,0,20240615_092140
