brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end
6,20240619_091300,20240619_091329,1,0,20240619_091339
7,20240619_091339,20240619_091353,1,0,20240619_091404
8,20240619_091404,20240619_091751,1,10,20240619_091802
9,20240619_091802,20240619_091816,1,0,20240619_091827
10,20240619_091827,20240619_091944,1,3,20240619_091955
11,20240619_091955,20240619_092215,1,6,20240619_092226
