,x-Cordinates [px],y-Cordinates [px],Angle [rad],Brick Colour,Brick Type,Standard Deviation x,Standard Deviation y,Standard Deviation Angle,Frame
5,180.5,301.525,-0.2012664516273759,white,2x2 brick,0.5,0.6609652033201142,0.23631403848575938,9
0,426.25,63.0,0.07751691285564623,yellow,2x4 brick,0.25,2.5,0.3029592065021262,10
1,401.25,419.0,0.051331769024654396,white,2x4 brick,0.25,0.5,0.2850354969416025,10
2,88.5,263.6818181818182,0.12338675575068897,red,2x4 brick,0.5,0.8331955809010619,0.3373273372712147,10
3,55.5,127.11363636363636,0.4126726539520527,yellow,2x4 brick,0.5,2.126306112945738,0.5898025300830176,10
4,259.6363636363636,73.29545454545455,0.18386364521153473,yellow,1x2 brick,0.26891271741361894,2.7079810112009266,0.385601647998016,10
5,180.5,301.5,-0.2068122572890018,white,2x2 brick,0.5,0.674199862463242,0.22599806988365406,10
0,426.25,63.0,0.07215421047649752,yellow,2x4 brick,0.25,2.5,0.30128717599832483,11
1,401.25,419.0,0.04611069531425268,white,2x4 brick,0.25,0.5,0.2828826830559764,11
2,88.5,263.6875,0.11860967615132002,red,2x4 brick,0.5,0.8267972847076845,0.3369596092483098,11
3,55.5,127.14583333333333,0.4075173398488375,yellow,2x4 brick,0.5,2.1187612667678146,0.5920241810923615,11
4,259.625,73.29166666666667,0.1786628025854123,yellow,1x2 brick,0.2602082499332666,2.7115365672539906,0.3858312852786186,11
5,180.5,301.5,-0.21143376200702346,white,2x2 brick,0.5,0.6614378277661477,0.21691889803101047,11
0,426.25,63.0,0.09712968111334923,yellow,2x4 brick,0.25,2.5,0.3035192964869078,12
1,401.25,419.0,0.07109714789526891,white,2x4 brick,0.25,0.5,0.28753441366038024,12
2,88.5,263.6923076923077,0.14380626670883634,red,2x4 brick,0.5,0.8213137116947162,0.3356548972885242,12
3,55.5,127.15384615384616,0.43300792732824284,yellow,2x4 brick,0.5,2.129324697794832,0.5793560807397482,12
4,259.61538461538464,73.28846153846153,0.2035186406280662,yellow,1x2 brick,0.2522091740116154,2.714537348748674,0.38056316035239357,12
5,180.5,301.5192307692308,-0.18629357936429025,white,2x2 brick,0.5,0.6719771234483134,0.2500072638327838,12
0,426.25,63.0,0.09124940555046589,yellow,2x4 brick,0.25,2.5,0.30245139394582515,13
1,401.25,419.0,0.06524383945261207,white,2x4 brick,0.25,0.5,0.2858866709714557,13
2,88.5,263.69642857142856,0.13809449075579472,red,2x4 brick,0.5,0.8165616689409769,0.3356147047994442,13
3,55.5,127.16071428571429,0.4274511128116653,yellow,2x4 brick,0.5,2.1046444025593707,0.582506895920917,13
4,259.60714285714283,73.28571428571429,0.1976302648091229,yellow,1x2 brick,0.2448448071571801,2.7171038002300336,0.3813544609401475,13
5,180.5,301.51785714285717,-0.1917204889743596,white,2x2 brick,0.5,0.6611967350562007,0.24170633907989972,13
0,426.25,63.0,0.08615736788096667,yellow,2x4 brick,0.25,2.5,0.3014241563695572,14
1,401.25,419.0,0.06008370109037568,white,2x4 brick,0.25,0.5,0.2842900999380711,14
2,88.5,263.68333333333334,0.1330953891081566,red,2x4 brick,0.5,0.8314979788844283,0.3354546562848573,14
3,55.5,127.16666666666667,0.422522196656253,yellow,2x4 brick,0.5,2.1147629234082537,0.5850652542665108,14
4,259.6,73.28333333333333,0.19256153422175537,yellow,1x2 brick,0.23804761428476165,2.719323853869234,0.3819841777747035,14
5,180.5,301.51666666666665,-0.19641428491909335,white,2x2 brick,0.5,0.6517071598672383,0.23417002686048052,14
0,426.25,63.0,0.08177106494545919,yellow,2x4 brick,0.25,2.5,0.3003767084913078,15
1,401.25,419.0,0.05573003432448351,white,2x4 brick,0.25,0.5,0.2827947416402466,15
2,88.5,263.6875,0.12896715698110012,red,2x4 brick,0.5,0.8267972847076845,0.3353154858246097,15
3,55.5,127.171875,0.41809460180255753,yellow,2x4 brick,0.5,2.1235633930671813,0.587013461214552,15
4,259.59375,73.28125,0.18808182977292687,yellow,1x2 brick,0.23175620272173947,2.721263206215084,0.38230843879822973,15
5,180.5,301.546875,-0.2003872919487173,white,2x2 brick,0.5,0.6417672743097765,0.22725568895015566,15
0,426.25,63.0,0.07783143745619865,yellow,2x4 brick,0.25,2.5,0.29947078907461905,16
1,401.25,419.0,0.051757931515311974,white,2x4 brick,0.25,0.5,0.2814453125512442,16
2,88.5,263.69117647058823,0.12515355056317926,red,2x4 brick,0.5,0.822609780643941,0.3351453100595506,16
3,55.5,127.16176470588235,0.4144723737476883,yellow,2x4 brick,0.5,2.147914817278315,0.5891081516367902,16
4,259.5882352941176,73.27941176470588,0.18416689055797011,yellow,1x2 brick,0.22591605140790025,2.722971928714557,0.38271674323967947,16
5,180.5,301.54411764705884,-0.2040274697108669,white,2x2 brick,0.5,0.634401606180088,0.22095070168404904,16
0,426.25,63.0,0.0743387663637342,yellow,2x4 brick,0.25,2.5,0.298618944403517,17
1,401.25,419.0,0.04822239731405555,white,2x4 brick,0.25,0.5,0.2801827598311023,17
2,88.5,263.69444444444446,0.12175128921223603,red,2x4 brick,0.5,0.8188557207213154,0.3349398592817883,17
3,55.5,127.13888888888889,0.4107098378359344,yellow,2x4 brick,0.5,2.155777479984861,0.5904274686728602,17
4,259.5833333333333,73.27777777777777,0.18068053556481986,yellow,1x2 brick,0.22047927592204922,2.724488852275384,0.3830323456623198,17
5,180.5,301.5416666666667,-0.20725524517945018,white,2x2 brick,0.5,0.6277716322216401,0.21513751226689376,17
0,426.25,63.0,0.07126861943783554,yellow,2x4 brick,0.25,2.5,0.297867883853335,18
1,401.25,419.0,0.04506147070299462,white,2x4 brick,0.25,0.5,0.2790187355289816,18
2,88.5,263.69736842105266,0.11873784198161223,red,2x4 brick,0.5,0.8154710753866403,0.33475886934209304,18
3,55.5,127.13157894736842,0.4075741202903935,yellow,2x4 brick,0.5,2.148084246015002,0.5918084210939035,18
4,259.57894736842104,73.27631578947368,0.17754947251584918,yellow,1x2 brick,0.2154040203124329,2.725844553868756,0.3832851685510487,18
5,180.5,301.5263157894737,-0.21015077511238758,white,2x2 brick,0.5,0.6381239817359022,0.20975951710767177,18
0,426.25,63.0,0.06842188446385751,yellow,2x4 brick,0.25,2.5,0.2970795775870459,19
1,401.25,419.0,0.04224281281523734,white,2x4 brick,0.25,0.5,0.2779348338623085,19
2,88.5,263.7,0.11586171716856124,red,2x4 brick,0.5,0.812403840463596,0.33441795297707033,19
3,55.5,127.15,0.4054299918351713,yellow,2x4 brick,0.5,2.142428528562855,0.5936657939921091,19
4,259.575,73.275,0.17474255678363834,yellow,1x2 brick,0.21065374432940898,2.7270634389394024,0.3834781344054788,19
5,180.5,301.5125,-0.21273467002830576,white,2x2 brick,0.5,0.6469882147303767,0.20475828679732377,19
0,426.25,63.0,0.06586833747167524,yellow,2x4 brick,0.25,2.5,0.2963773879702626,20
1,401.25,419.0,0.039717616097559624,white,2x4 brick,0.25,0.5,0.27696293522896737,20
2,88.5,263.70238095238096,0.11339151424052016,red,2x4 brick,0.5,0.8096113398056811,0.3342165164148782,20
3,55.5,127.14285714285714,0.4024997413292005,yellow,2x4 brick,0.5,2.1361004587958936,0.5944114270042019,20
4,259.5833333333333,73.27380952380952,0.172192451109864,yellow,1x2 brick,0.21593282318115542,2.7281652236491003,0.383646845231594,20
5,180.5,301.51190476190476,-0.2150935102129227,white,2x2 brick,0.5,0.6407593638475185,0.20010188519024125,20
0,426.25,63.0,0.08116693636543822,yellow,2x4 brick,0.25,2.5,0.2988202568072759,21
1,401.25,419.0,0.05499802798975106,white,2x4 brick,0.25,0.5,0.2809801337958025,21
2,88.5,263.70454545454544,0.12874605455011529,red,2x4 brick,0.5,0.8070582229347593,0.33426750311589565,21
3,55.5,127.1590909090909,0.41794733170054443,yellow,2x4 brick,0.5,2.131401393643733,0.5871262793933275,21
4,259.57954545454544,73.27272727272727,0.18757428346034022,yellow,1x2 brick,0.2116810910249677,2.729166009505104,0.38139650646031426,21
5,180.5,301.5113636363636,-0.19967284045517442,white,2x2 brick,0.5,0.635043273074903,0.22361163850027613,21
0,426.25,63.0,0.09502047563421363,yellow,2x4 brick,0.25,2.5,0.3001960159161498,22
1,401.25,419.0,0.06876989149849234,white,2x4 brick,0.25,0.5,0.2836645907940392,22
2,88.5,263.69565217391306,0.14247188086645485,red,2x4 brick,0.5,0.8174606816070942,0.33344065677262413,22
3,55.5,127.17391304347827,0.43191701857298187,yellow,2x4 brick,0.5,2.1269936716866567,0.5800017752320967,22
4,259.5869565217391,73.27173913043478,0.20138957722913353,yellow,1x2 brick,0.2163016167623087,2.730079075417785,0.37859975643056165,22
5,180.5,301.5108695652174,-0.18570759247370325,white,2x2 brick,0.5,0.6297785189943901,0.2419156260016849,22
0,426.25,63.0,0.09173683852004455,yellow,2x4 brick,0.25,2.5,0.2996276648633831,23
1,401.25,419.0,0.06552516944761184,white,2x4 brick,0.25,0.5,0.282782907233764,23
2,88.5,263.6875,0.13928727190426765,red,2x4 brick,0.5,0.8267972847076845,0.33346269891337027,23
3,55.5,127.17708333333333,0.42856281716625727,yellow,2x4 brick,0.5,2.132314820343271,0.5815425417905037,23
4,259.5833333333333,73.27083333333333,0.1981069333821072,yellow,1x2 brick,0.21245914639969937,2.7309154702325653,0.379070976794859,23
5,180.5,301.53125,-0.18877972359450776,white,2x2 brick,0.5,0.624218261107443,0.23727995794869508,23
0,426.25,62.99,0.08866105012871914,yellow,2x4 brick,0.25,2.49096366894421,0.2991340917523178,24
1,401.25,419.0,0.06253019376293228,white,2x4 brick,0.25,0.5,0.282026019490448,24
2,88.5,263.69,0.13628124178479348,red,2x4 brick,0.5,0.8239538822045807,0.3335030321300622,24
3,55.5,127.19,0.4259048150772641,yellow,2x4 brick,0.5,2.1281212371479215,0.5834557831959479,24
4,259.58,73.27,0.19497520595339707,yellow,1x2 brick,0.208806130178211,2.7316844620124043,0.37949645703476903,24
5,180.5,301.53,-0.19171363177654208,white,2x2 brick,0.5,0.6197580172938467,0.23292980685104198,24
0,426.25,62.99038461538461,0.08432890873505902,yellow,2x4 brick,0.25,2.491312568428431,0.30065234379144995,25
1,401.25,419.0,0.0581944825551905,white,2x4 brick,0.25,0.5,0.283227794734919,25
2,88.5,263.6923076923077,0.13196732022562094,red,2x4 brick,0.5,0.8213137116947165,0.3354983466962978,25
3,55.5,127.1923076923077,0.4213823145894213,yellow,2x4 brick,0.5,2.114860074826388,0.5865923561761438,25
4,259.5769230769231,73.26923076923077,0.19069793745601407,yellow,1x2 brick,0.20532842792367903,2.732393882909444,0.38196680716451364,25
5,180.5,301.5192307692308,-0.1974828981753348,white,2x2 brick,0.5,0.6275834181569508,0.23022081837952116,25
0,426.25,62.99074074074074,0.0801155638019685,yellow,2x4 brick,0.25,2.4916355270085755,0.30220677092400416,26
1,401.25,419.0,0.0540014930437464,white,2x4 brick,0.25,0.5,0.2845044392983715,26
2,88.5,263.68518518518516,0.12786626736360485,red,2x4 brick,0.5,0.829414654687359,0.3375677515817605,26
3,55.5,127.19444444444444,0.4174528718576821,yellow,2x4 brick,0.5,2.1200468781213537,0.5900649994748337,26
4,259.5833333333333,73.26851851851852,0.186431847279791,yellow,1x2 brick,0.20971762320196521,2.7330503968787854,0.384313842705746,26
5,180.5,301.52777777777777,-0.20315863965321465,white,2x2 brick,0.5,0.6340395672507405,0.22776340165537956,26
0,426.25,62.99107142857143,0.07607938368935736,yellow,2x4 brick,0.25,2.4919353340694204,0.3037819262702771,27
1,401.25,419.0,0.04994431244884157,white,2x4 brick,0.25,0.5,0.28579377719639726,27
2,88.5,263.6875,0.12388339881927814,red,2x4 brick,0.5,0.8267972847076845,0.3395841291894536,27
3,55.5,127.19642857142857,0.4132993311034308,yellow,2x4 brick,0.5,2.1248499346772607,0.5930669326373812,27
4,259.58035714285717,73.27678571428571,0.18238168459164594,yellow,1x2 brick,0.206518455468221,2.725408951713785,0.38665563470118347,27
5,180.5,301.5267857142857,-0.20869133621766173,white,2x2 brick,0.5,0.6297649990922269,0.22549930515028613,27
0,426.25,62.991379310344826,0.07403842060591724,yellow,2x4 brick,0.25,2.4922143929167877,0.30308633029517223,28
1,401.25,419.0,0.04787656023640168,white,2x4 brick,0.25,0.5,0.2848435179732449,28
2,88.5,263.6810344827586,0.12174401371641305,red,2x4 brick,0.5,0.8340712151335685,0.33917616257585614,28
3,55.5,127.19827586206897,0.4111251424893258,yellow,2x4 brick,0.5,2.129310344827586,0.5937784968155829,28
4,259.58620689655174,73.27586206896552,0.18031108498126056,yellow,1x2 brick,0.21045785544368453,2.72626499235882,0.3866620927197618,28
5,180.5,301.5431034482759,-0.21045999349957256,white,2x2 brick,0.5,0.62480674776852,0.2217748378267213,28
0,426.25,62.99166666666667,0.07209298751202223,yellow,2x4 brick,0.25,2.492474785339975,0.3024634918851583,29
1,401.25,419.0,0.0458978440591062,white,2x4 brick,0.25,0.5,0.2839741009238231,29
2,88.5,263.68333333333334,0.11981879511518922,red,2x4 brick,0.5,0.8314979788844282,0.3389121010302303,29
3,55.5,127.2,0.409373883201638,yellow,2x4 brick,0.5,2.1177818584547365,0.5947757746155474,29
4,259.5833333333333,73.275,0.1782921256413654,yellow,1x2 brick,0.20749832663314552,2.727063438939403,0.38666090124356306,29
5,180.5,301.5416666666667,-0.2121870041797622,white,2x2 brick,0.5,0.6210989364738028,0.21824551270093684,29
0,426.25,62.99193548387097,0.07025300026627991,yellow,2x4 brick,0.25,2.492718323637663,0.30184043825609114,30
1,401.25,419.0,0.04406129393193716,white,2x4 brick,0.25,0.5,0.2831432370582612,30
2,88.5,263.6774193548387,0.11804548878067002,red,2x4 brick,0.5,0.8380891004365536,0.3386635687364694,30
3,55.5,127.20161290322581,0.4072981325180072,yellow,2x4 brick,0.5,2.122193929866576,0.5952778130197259,30
4,259.5806451612903,73.2741935483871,0.1764572557133095,yellow,1x2 brick,0.20465447645886325,2.7278099146166617,0.3866816403346346,30
5,180.5,301.5403225806452,-0.21378834834914892,white,2x2 brick,0.5,0.6176071612434126,0.21487565168894807,30
0,426.25,62.9921875,0.06823010724557946,yellow,2x4 brick,0.25,2.4929465928582886,0.3016352115323776,31
1,401.2421875,419.0,0.042020290985211,white,2x4 brick,0.24987789987061682,0.5,0.2827196996887926,31
2,88.5,263.6796875,0.1160515312965338,red,2x4 brick,0.5,0.8355723501551198,0.3387925124123205,31
3,55.5,127.1953125,0.4052777963777615,yellow,2x4 brick,0.5,2.118772469460501,0.5963473440097389,31
4,259.578125,73.2734375,0.17440716355830688,yellow,1x2 brick,0.20191949973937634,2.7285093336094253,0.38706737622411425,31
5,180.5,301.5390625,-0.21594260179837962,white,2x2 brick,0.5,0.6143129260350543,0.21183141866023056,31
0,426.25,62.99242424242424,0.06661808096868815,yellow,2x4 brick,0.25,2.4931609853369365,0.3010649300627574,32
1,401.24242424242425,419.0,0.04041171794963796,white,2x4 brick,0.24988518943137333,0.5,0.2819634313516807,32
2,88.5,263.67424242424244,0.114531779342674,red,2x4 brick,0.5,0.8415913148497237,0.3385846781949233,32
3,55.5,127.1969696969697,0.40366366397166653,yellow,2x4 brick,0.5,2.1228889476207207,0.5969685625689506,32
4,259.57575757575756,73.27272727272727,0.1727506526863705,yellow,1x2 brick,0.19928706724190767,2.729166009505105,0.38702862842488117,32
5,180.5,301.5378787878788,-0.21734647186222453,white,2x2 brick,0.5,0.6111998015615138,0.20874827646773828,32
0,426.25,62.99264705882353,0.06512188729353563,yellow,2x4 brick,0.25,2.493362729119439,0.30053524049749275,33
1,401.24264705882354,419.0,0.03889376365405197,white,2x4 brick,0.24989184511715337,0.5,0.2812385247587932,33
2,88.5,263.66911764705884,0.11300273186344018,red,2x4 brick,0.5,0.8471851927796258,0.3383017252491789,33
3,55.5,127.19852941176471,0.4018431002002263,yellow,2x4 brick,0.5,2.126754821944542,0.597269158013144,33
4,259.5735294117647,73.2720588235294,0.17123099998931543,yellow,1x2 brick,0.19675129647440665,2.729783744302365,0.38701948152130056,33
5,180.5,301.54411764705884,-0.2186677613340786,white,2x2 brick,0.5,0.6047319174985909,0.20579555894830032,33
0,426.25,62.99285714285714,0.062883373407581,yellow,2x4 brick,0.25,2.49355291149977,0.3009500479731461,34
1,401.24285714285713,419.0,0.03665246124207597,white,2x4 brick,0.24989793835051283,0.5,0.2814722085428459,34
2,88.5,263.6642857142857,0.11071034163504924,red,2x4 brick,0.5,0.8523975789812295,0.33893787634459843,34
3,55.5,127.19285714285714,0.3995233284243148,yellow,2x4 brick,0.5,2.12349586622568,0.5986542322379272,34
4,259.57142857142856,73.27142857142857,0.16907215312883503,yellow,1x2 brick,0.19430672155336345,2.7303659020694777,0.3880208166288202,34
5,180.5,301.54285714285714,-0.22151537266170432,white,2x2 brick,0.5,0.6195785269200412,0.2035128069147919,34
0,426.25,62.99305555555556,0.061529386885298694,yellow,2x4 brick,0.25,2.493732498623571,0.3004022818454782,35
1,401.24305555555554,419.0,0.035297896451432775,white,2x4 brick,0.2499035307700914,0.5,0.2807639527792636,35
2,88.5,263.65972222222223,0.10940955565417539,red,2x4 brick,0.5,0.8572662820822138,0.33867668450033817,35
3,55.5,127.19444444444444,0.3983276436421735,yellow,2x4 brick,0.5,2.1271321910085166,0.5992632705909406,35
4,259.56944444444446,73.27083333333333,0.1677390760742246,yellow,1x2 brick,0.19194826334840628,2.7309154702325658,0.3879720441807996,35
5,180.5,301.53472222222223,-0.22264745436291417,white,2x2 brick,0.5,0.6254242387332473,0.20077807106592693,35
0,426.25,62.99324324324324,0.060267310554797504,yellow,2x4 brick,0.25,2.4939023519040844,0.29989199751416507,36
1,401.2432432432432,419.0,0.03403785797823186,white,2x4 brick,0.24990867579603956,0.5,0.2801018830402965,36
2,88.5,263.6621621621622,0.10819926926994902,red,2x4 brick,0.5,0.8546696378833458,0.33844167998673197,36
3,55.5,127.19594594594595,0.3970728727993429,yellow,2x4 brick,0.5,2.1305651571754503,0.5997183246420584,36
4,259.5743243243243,73.27027027027027,0.16648100206233682,yellow,1x2 brick,0.19594594594594594,2.7314351108514034,0.38792425246052964,36
5,180.5,301.5405405405405,-0.2237183424586533,white,2x2 brick,0.5,0.6192669858048433,0.19815047223273505,36
0,426.25,62.99342105263158,0.05909113602221208,yellow,2x4 brick,0.25,2.4940632418392337,0.2994180560156754,37
1,401.24342105263156,419.0,0.03285641680122812,white,2x4 brick,0.24991341991082341,0.5,0.27947707755242335,37
2,88.5,263.6644736842105,0.10708612315282301,red,2x4 brick,0.5,0.8521959169618373,0.338243148818217,37
3,55.49342105263158,127.19736842105263,0.39819656293047434,yellow,2x4 brick,0.5097304567162483,2.1338113715905362,0.602672487408569,37
4,259.57894736842104,73.27631578947368,0.16524822028980718,yellow,1x2 brick,0.1995493537908303,2.725844553868756,0.3878395630247157,37
5,180.5,301.5394736842105,-0.22473286802303774,white,2x2 brick,0.5,0.6164582513222358,0.19562320787448143,37
0,426.25,62.993589743589745,0.05799227731255925,yellow,2x4 brick,0.25,2.4942158596975124,0.2989768714558031,38
1,401.2435897435897,419.0,0.03173557042464275,white,2x4 brick,0.2499178037130504,0.5,0.2788783988525575,38
2,88.5,263.6602564102564,0.10603421744527015,red,2x4 brick,0.5,0.8566990531027296,0.33805484580687606,38
3,55.493589743589745,127.19871794871794,0.39717536527972747,yellow,2x4 brick,0.5094843405131697,2.1248525493183075,0.6031727341885668,38
4,259.5769230769231,73.27564102564102,0.16411853099095,yellow,1x2 brick,0.19736928613257243,2.726469770527256,0.3877904340596405,38
5,180.5,301.53846153846155,-0.22569536663540246,white,2x2 brick,0.5,0.6137799591582473,0.19319006381717527,38
0,426.25,62.99375,0.05691064052607651,yellow,2x4 brick,0.25,2.4943608274465827,0.29852353863657405,39
1,401.24375,419.0,0.030669576959848854,white,2x4 brick,0.24992186278915257,0.5,0.2783033832602393,39
2,88.5,263.65625,0.10494766524160719,red,2x4 brick,0.5,0.8609360821222444,0.337798994016859,39
3,55.49375,127.19375,0.39611130454978827,yellow,2x4 brick,0.5092503681883794,2.1352601568661367,0.603555874773759,39
4,259.575,73.275,0.16304260219524774,yellow,1x2 brick,0.19525624189766638,2.7270634389394024,0.3877383080533552,39
5,180.49375,301.55,-0.2266097403171489,white,2x2 brick,0.5092503681883794,0.6103277807866851,0.19084535055564514,39
0,426.25,62.98780487804878,0.05476910715655138,yellow,2x4 brick,0.25,2.4889703152549063,0.2994462832306591,40
1,401.2439024390244,419.0,0.02851025423311865,white,2x4 brick,0.24992562843803898,0.5,0.2790790262244053,40
2,88.5,263.6585365853659,0.10288003746834731,red,2x4 brick,0.5,0.8585227271608801,0.33897747569912073,40
3,55.49390243902439,127.1890243902439,0.39390349981840017,yellow,2x4 brick,0.5090276625229354,2.132272696693285,0.6051380218065943,40
4,259.5731707317073,73.27439024390245,0.16090657646739215,yellow,1x2 brick,0.19320706728969345,2.7276278882006952,0.3890364155770498,40
5,180.4939024390244,301.5426829268293,-0.22970998797935688,white,2x2 brick,0.5090276625229354,0.6158536585365855,0.18952062964343502,40
0,426.25,62.98809523809524,0.05382285802116297,yellow,2x4 brick,0.25,2.489234189077549,0.29898964235170433,41
1,401.2440476190476,419.0,0.02755153901627419,white,2x4 brick,0.24992912827639302,0.5,0.2784911906721983,41
