,x-Cordinates [px],y-Cordinates [px],Angle [rad],Brick Colour,Brick Type,Standard Deviation x,Standard Deviation y,Standard Deviation Angle,Frame
0,501.78125,104.96875,1.0596398318347164,white,2x4 brick,0.3045873232752801,2.2944821719725783,1.1059638270929577,7
1,137.3095238095238,143.54761904761904,-0.3214297828970719,yellow,2x4 brick,0.24281045302822782,2.5161609168805534,0.3533694133434494,7
2,165.1875,344.5,0.4317115583153873,white,2x4 brick,0.29973947020704494,1.0,0.4781099215594189,7
3,256.5,153.625,-0.34972039412726097,white,2x2 brick,0.0,1.8833148966649205,0.30376737702595363,7
4,510.21875,323.03125,1.0482050911126781,yellow,2x4 brick,0.24803918541230538,1.0378576190884758,1.0945765883033334,7
5,268.78125,338.75,0.24364622956126858,white,2x2 brick,0.24803918541230538,0.75,0.2902025555991879,7
6,396.5625,318.875,0.30792915655149944,white,2x2 brick,0.24206145913796356,0.9100137361600648,0.3547674628295058,7
7,391.125,117.28125,-0.0462701767212229,white,2x2 brick,0.21650635094610965,2.2842446098218114,0.014634495475082622,7
0,501.80555555555554,104.94444444444444,1.0593037685246234,white,2x4 brick,0.33907098932593616,2.290614236454256,1.1061065076625662,8
1,137.3125,143.58333333333334,-0.31758794000871,yellow,2x4 brick,0.24206145913796356,2.502776236280201,0.35181319038507247,8
2,165.19444444444446,344.5,0.4317536991601749,white,2x4 brick,0.29528182813151804,1.0,0.4786242684902435,8
3,256.5,153.61111111111111,-0.3506752022506003,white,2x2 brick,0.0,1.897041230995986,0.30421718206001164,8
4,510.22222222222223,323.02777777777777,1.0472816252119297,yellow,2x4 brick,0.24845199749997665,1.0337663369960222,1.094129966343419,8
5,268.77777777777777,338.75,0.24259767989281913,white,2x2 brick,0.24845199749997665,0.75,0.2896265464302577,8
6,396.55555555555554,318.8611111111111,0.30763094549713466,white,2x2 brick,0.2290614236454256,0.8945134548947009,0.3548915410366966,8
7,391.1388888888889,117.27777777777777,-0.0467544188965304,white,2x2 brick,0.22395160411940418,2.2804861946415325,0.013865348404304168,8
0,501.8,104.95,1.0578000176186635,white,2x4 brick,0.33166247903554,2.3124662159694354,1.1072875971295602,9
1,137.3148148148148,143.59259259259258,-0.31630877358933923,yellow,2x4 brick,0.24145194093343147,2.4759473945715955,0.3493608402150664,9
2,165.225,344.5,0.4301132130507315,white,2x4 brick,0.2947456530637899,1.0,0.47968218398216306,9
3,256.525,153.6,-0.3510135532591618,white,2x2 brick,0.10897247358851683,1.9078784028338915,0.3019361056229676,9
4,510.225,323.05,1.0453979049072188,yellow,2x4 brick,0.24874685927665494,1.0594810050208545,1.0949289034405982,9
5,268.8,338.75,0.2414488302616827,white,2x2 brick,0.24494897427831777,0.75,0.29118031870462463,9
6,396.575,318.875,0.30711209518306626,white,2x2 brick,0.23848480035423644,0.9065732182234373,0.3570562948368313,9
7,391.15,117.275,-0.0494293727114011,white,2x2 brick,0.22912878474779202,2.277471185328148,0.01540848788624919,9
0,501.8181818181818,104.95454545454545,1.0595014329672396,white,2x4 brick,0.3550113489048479,2.330182839632054,1.1054188172631556,10
1,137.31034482758622,143.5344827586207,-0.3214014243356563,yellow,2x4 brick,0.242607711715005,2.470275129458251,0.3520765962432857,10
2,165.20454545454547,344.5,0.43166446503538675,white,2x4 brick,0.2883767622829436,1.0,0.47769587619852255,10
3,256.52272727272725,153.5909090909091,-0.3484096616645926,white,2x2 brick,0.10414944761263273,1.9166516947552743,0.30302157642231614,10
4,510.22727272727275,323.0681818181818,1.0470554585002445,yellow,2x4 brick,0.24896479886598455,1.0797248654745184,1.0930128150103111,10
5,268.79545454545456,338.75,0.2428642080704911,white,2x2 brick,0.2458330415089084,0.75,0.2890928053153149,10
6,396.5681818181818,318.8863636363636,0.3104562949062231,white,2x2 brick,0.22840626411638387,0.9161656532157442,0.3569173371897786,10
7,391.15909090909093,117.27272727272727,-0.045835077653998385,white,2x2 brick,0.23288524468089997,2.2749988647713093,0.01857491038757421,10
0,501.8125,104.95833333333333,1.059439689930051,white,2x4 brick,0.34798527267687634,2.344837710565251,1.10568756252958,11
1,137.3125,143.5625,-0.31846291464360965,yellow,2x4 brick,0.24206145913796356,2.464593019141294,0.3510504581112121,11
2,165.1875,344.5,0.43183899083153526,white,2x4 brick,0.2818281095514309,1.0,0.47819418089620563,11
3,256.5208333333333,153.58333333333334,-0.3497433073243121,white,2x2 brick,0.09991315673568166,1.9238993967691993,0.30402983444642206,11
4,510.2291666666667,323.0625,1.04660748083828,yellow,2x4 brick,0.24913043214794578,1.0734727523323542,1.092892701284208,11
5,268.7916666666667,338.75,0.24300079496136237,white,2x2 brick,0.2465033242958173,0.75,0.2895376136561238,11
6,396.5833333333333,318.875,0.3108891179306241,white,2x2 brick,0.23570226039551584,0.9042722672587794,0.3576457672662521,11
7,391.1666666666667,117.27083333333333,-0.046172047626720364,white,2x2 brick,0.23570226039551584,2.272934807443647,0.0178192047419413,11
0,501.8076923076923,104.9423076923077,1.0594719375764348,white,2x4 brick,0.34185363143521497,2.3383381799446767,1.105844806148378,12
1,137.31428571428572,143.5857142857143,-0.3159141826365228,yellow,2x4 brick,0.24159335036125376,2.4596332894086763,0.35026775325457093,12
2,165.17307692307693,344.5,0.43171056103819877,white,2x4 brick,0.27534271275531447,1.0,0.47818256104446943,12
3,256.5192307692308,153.57692307692307,-0.3496863749433715,white,2x2 brick,0.09615384615384615,1.929987583122212,0.30380798319746344,12
4,510.2307692307692,323.0576923076923,1.046658690731867,yellow,2x4 brick,0.24925925763107154,1.0681303136152935,1.0930660737280864,12
5,268.78846153846155,338.75,0.24319358815136558,white,2x2 brick,0.24702370343586788,0.75,0.2898356128119531,12
6,396.59615384615387,318.88461538461536,0.31056102672202535,white,2x2 brick,0.24096084781041668,0.9126008090542056,0.35740618906585253,12
7,391.1730769230769,117.28846153846153,-0.0463027367312607,white,2x2 brick,0.23787147840101888,2.2920140493388916,0.017126122907107966,12
0,501.80357142857144,104.92857142857143,1.0594134475614583,white,2x4 brick,0.3364543514538709,2.332665113258276,1.1060906537512425,13
1,137.31578947368422,143.5921052631579,-0.3139231952958245,yellow,2x4 brick,0.24118819447136,2.4437225248365153,0.3494963232682471,13
2,165.19642857142858,344.5,0.4313497549901773,white,2x4 brick,0.27836530835928386,1.0,0.4781204629416296,13
3,256.51785714285717,153.57142857142858,-0.3490769849524499,white,2x2 brick,0.09278843611976129,1.935173883449152,0.30288659436938,13
4,510.2241379310345,323.08620689655174,1.0084712632020194,yellow,2x4 brick,0.24865870865268894,1.0672956924511836,1.09248668644524,13
5,268.7857142857143,338.75,0.24230683734214817,white,2x2 brick,0.24743582965269675,0.75,0.28925941481560685,13
6,396.5892857142857,318.89285714285717,0.3101813288891819,white,2x2 brick,0.2335124434039647,0.9195995135416951,0.3572995601413775,13
7,391.17857142857144,117.28571428571429,-0.046611709557527116,white,2x2 brick,0.23957871187497748,2.289060051280295,0.016540702182200037,13
0,501.8,104.91666666666667,1.059360603774269,white,2x4 brick,0.33166247903554,2.3276717027011253,1.1063015181850044,14
1,137.3125,143.55,-0.3186553240251672,yellow,2x4 brick,0.24206145913796356,2.4413111231467406,0.35053063116535377,14
2,165.2,344.5,0.4310415146629698,white,2x4 brick,0.27688746209726917,1.0,0.4780708285371121,14
3,256.51666666666665,153.6,-0.34940561408846643,white,2x2 brick,0.08975274678557506,1.9425069712444625,0.302921879568368,14
4,510.2258064516129,323.0806451612903,1.0107228925764538,yellow,2x4 brick,0.24882659065389534,1.0632935305709361,1.0926180158395082,14
5,268.8,338.75,0.24242000140912345,white,2x2 brick,0.24494897427831777,0.75,0.2896210417423,14
6,396.6,318.9,0.3104737500657608,white,2x2 brick,0.23804761428476165,0.9255628917943215,0.35783308372288786,14
7,391.1666666666667,117.28333333333333,-0.046879486006958,white,2x2 brick,0.23570226039551584,2.2864941625894337,0.01601121583800135,14
0,501.796875,104.90625,1.0592600387951572,white,2x4 brick,0.32738010687120256,2.323243624224545,1.1064316012590534,15
1,137.3095238095238,143.51190476190476,-0.3230395562501102,yellow,2x4 brick,0.24281045302822785,2.438500942807397,0.3515392352022815,15
2,165.1875,344.5,0.43081693839426505,white,2x4 brick,0.2724311839712921,1.0,0.4780719836398447,15
3,256.515625,153.609375,-0.3499214973442115,white,2x2 brick,0.08699631816921909,1.9313789398704233,0.3031869394159988,15
4,510.22058823529414,323.1029411764706,0.9814332500407617,yellow,2x4 brick,0.24826386788432547,1.0625954058529485,1.091434624027474,15
5,268.796875,338.75,0.2421762830746149,white,2x2 brick,0.24556615071096424,0.75,0.28959309154475216,15
6,396.609375,318.90625,0.3112897767821683,white,2x2 brick,0.2415566380271923,0.9307045382397144,0.3588890985945116,15
7,391.171875,117.28125,-0.04711379040021005,white,2x2 brick,0.23747943989954162,2.2842446098218114,0.01552932939000689,15
0,501.79411764705884,104.8970588235294,1.0587075966951722,white,2x4 brick,0.3235294117647059,2.3192906235613924,1.10703420999894,16
1,137.3068181818182,143.47727272727272,-0.32739107808179485,white,2x4 brick,0.24345778733668802,2.435426380101144,0.3521274253370905,16
2,165.19117647058823,344.5,0.4300203401512496,white,2x4 brick,0.271561548714991,1.0,0.4784333820518227,16
3,256.54411764705884,153.61764705882354,-0.3510644709211864,white,2x2 brick,0.18659672853602235,1.9214685848307147,0.30318844553050206,16
4,510.22222222222223,323.09722222222223,0.9846362116464525,yellow,2x4 brick,0.24845199749997665,1.0594773635857528,1.0923181993368534,16
5,268.79411764705884,338.75,0.24172571750604518,white,2x2 brick,0.24607647839237518,0.75,0.29029689866249264,16
6,396.61764705882354,318.9117647058824,0.31096869620270956,white,2x2 brick,0.24431246655641398,0.935183123269685,0.35970978865397396,16
7,391.1617647058824,117.27941176470588,-0.04826745142933869,white,2x2 brick,0.2339113782439245,2.282256289645468,0.01575655816091063,16
0,501.7916666666667,104.90277777777777,1.0581250565000233,white,2x4 brick,0.3200477394945253,2.3298171257646323,1.1073699204495726,17
1,137.30434782608697,143.44565217391303,-0.3313355725692448,white,2x4 brick,0.24402113392003968,2.432185143994837,0.35266506168285866,17
2,165.18055555555554,344.5,0.4295093410773607,white,2x4 brick,0.2675188928369197,1.0,0.47883984107458627,17
3,256.5416666666667,153.625,-0.35186497166065817,white,2x2 brick,0.18162078931419473,1.91258623625475,0.30306763246662377,17
4,510.2236842105263,323.10526315789474,0.9874949424279168,yellow,2x4 brick,0.24861110036435763,1.0708942078618846,1.092989888264076,17
5,268.7916666666667,338.75,0.24091467587159732,white,2x2 brick,0.24650332429581728,0.75,0.2904065600125468,17
6,396.6111111111111,318.9166666666667,0.3107369868731331,white,2x2 brick,0.23895347964007296,0.9391189724653872,0.3603813937109836,17
7,391.1666666666667,117.27777777777777,-0.04918553663979053,white,2x2 brick,0.23570226039551584,2.2804861946415325,0.015773565342661344,17
0,501.80263157894734,104.89473684210526,1.0579870092609287,white,2x4 brick,0.3352036632330789,2.3259347151562473,1.107304878075487,18
1,137.30612244897958,143.4591836734694,-0.32879237393290556,white,2x4 brick,0.24361910992476166,2.4449797267509683,0.3519395266715001,18
2,165.17105263157896,344.5,0.42944004881177006,white,2x4 brick,0.2634866367697472,1.0,0.47883894729849147,18
3,256.5394736842105,153.6184210526316,-0.35147018754627846,white,2x2 brick,0.17702136904044355,1.9174894857541827,0.3025882899489894,18
4,510.225,323.1,0.9902947980303946,yellow,2x4 brick,0.248746859276655,1.0677078252031311,1.093114572840159,18
5,268.7894736842105,338.75,0.2407710866296396,white,2x2 brick,0.24686398735912793,0.75,0.2903236418121543,18
6,396.61842105263156,318.9078947368421,0.3104479484620322,white,2x2 brick,0.24154683882481343,0.930868745043368,0.360147636485628,18
7,391.1578947368421,117.27631578947368,-0.04926147451659052,white,2x2 brick,0.2324147596402065,2.2789002669254304,0.015356241160575271,18
0,501.8,104.8875,1.0580511692748327,white,2x4 brick,0.33166247903554,2.3224111931352724,1.107469196454549,19
1,137.30769230769232,143.47115384615384,-0.32655696383167176,white,2x4 brick,0.24325212770525995,2.4561803161743097,0.35124517669976385,19
2,165.175,344.5,0.4293363602791945,white,2x4 brick,0.26339134382131846,1.0,0.4788313139993112,19
3,256.5375,153.625,-0.3509471121358964,white,2x2 brick,0.17275343701356569,1.9096792924467711,0.3019652113277645,19
4,510.2261904761905,323.0952380952381,0.9928654665028811,yellow,2x4 brick,0.248863630480558,1.0647942749998998,1.0932932404789593,19
5,268.7875,338.75,0.24054784196806386,white,2x2 brick,0.24717149916606487,0.75,0.290190783987436,19
6,396.6,318.9125,0.31070928139990284,white,2x2 brick,0.25495097567963926,0.9346623721965059,0.36049465517279106,19
7,391.1625,117.2875,-0.04936418642080444,white,2x2 brick,0.23418742493993994,2.290980958017766,0.01497410699917483,19
0,501.79761904761904,104.89285714285714,1.0580369023621492,white,2x4 brick,0.32840748152699334,2.3312977029096555,1.107512583081586,20
1,137.3090909090909,143.48181818181817,-0.32462412138038405,white,2x4 brick,0.2429161675615889,2.4660672341413945,0.35073917691982676,20
2,165.16666666666666,344.5,0.42921592769300815,white,2x4 brick,0.25973124082465987,1.0,0.47876524817039334,20
3,256.5357142857143,153.61904761904762,-0.35132097917149785,white,2x2 brick,0.16877912950902174,1.9142620230706457,0.302268188208155,20
4,510.22727272727275,323.09090909090907,0.9952216025499223,yellow,2x4 brick,0.2489647988659846,1.0621201314134474,1.0934391585149708,20
5,268.7857142857143,338.75,0.24021070857051013,white,2x2 brick,0.24743582965269673,0.75,0.28990740079225463,20
6,396.5952380952381,318.9166666666667,0.3104489534829903,white,2x2 brick,0.24971639242146462,0.9380620008615195,0.3602776960410988,20
7,391.1547619047619,117.28571428571429,-0.04942438498643234,white,2x2 brick,0.23114866474937615,2.289060051280295,0.014615711755834261,20
0,501.79545454545456,104.88636363636364,1.0576782820459043,white,2x4 brick,0.32540502416537165,2.327854153223025,1.107941003997466,21
1,137.31034482758622,143.49137931034483,-0.32343325057408046,white,2x4 brick,0.24260771171500498,2.4556258056762177,0.3498396873003162,21
2,165.1818181818182,344.5,0.42878762601947,white,2x4 brick,0.26308720233614147,1.0,0.4791244485260818,21
3,256.53409090909093,153.625,-0.3519201007587391,white,2x2 brick,0.16506635279924944,1.9072975884504995,0.30207790736346407,21
4,510.2282608695652,323.0869565217391,0.9970291226168947,yellow,2x4 brick,0.2490530268997739,1.059657183213386,1.093912267333685,21
5,268.79545454545456,338.75,0.23975393046240495,white,2x2 brick,0.2458330415089083,0.75,0.2902358738284467,21
6,396.59090909090907,318.90909090909093,0.3101746430826152,white,2x2 brick,0.24478021850611384,0.9309863249210928,0.360780729186438,21
7,391.14772727272725,117.2840909090909,-0.05021082330047617,white,2x2 brick,0.2281234079532356,2.2873111627786678,0.014727432358438017,21
0,501.79347826086956,104.8804347826087,1.0576334274344845,white,2x4 brick,0.32262656694903974,2.3246897469683425,1.1079120748327325,22
1,137.31147540983608,143.50819672131146,-0.32181354242935,white,2x4 brick,0.24232369670646692,2.453655358243784,0.3493979554816519,22
2,165.18478260869566,344.5,0.42876093080498057,white,2x4 brick,0.26289970918364836,1.0,0.47911044956816307,22
3,256.5326086956522,153.6195652173913,-0.35159552768749797,white,2x2 brick,0.16158770377520118,1.911591593322103,0.301727686189724,22
4,510.2291666666667,323.0833333333333,0.9990532881530435,yellow,2x4 brick,0.2491304321479458,1.0573814617041266,1.0940523172454155,22
5,268.79347826086956,338.75,0.23991690352929226,white,2x2 brick,0.2461902533240462,0.75,0.2904073048975675,22
6,396.5978260869565,318.92391304347825,0.3103357561107439,white,2x2 brick,0.24714819567178417,0.9496417591383779,0.36094440215999807,22
7,391.14130434782606,117.28260869565217,-0.05022897690910723,white,2x2 brick,0.22513386062182586,2.2857121759374546,0.014403964670498495,22
0,501.7916666666667,104.88541666666667,1.0575495675119033,white,2x4 brick,0.32004773949452536,2.332379827498562,1.1077283216878098,23
1,137.3095238095238,143.4920634920635,-0.32454110782254747,white,2x4 brick,0.24281045302822785,2.474460119876181,0.3500591714778282,23
2,165.20833333333334,344.5,0.42878094684487983,white,2x4 brick,0.2856522750167102,1.0,0.4790273702637258,23
3,256.53125,153.61458333333334,-0.3511668842288242,white,2x2 brick,0.15831962659969442,1.9155057625569516,0.3013938082129856,23
4,510.23,323.08,1.000889050048105,yellow,2x4 brick,0.24919871588754222,1.0552724766618335,1.0940399497180173,23
5,268.8020833333333,338.75,0.23970932277921628,white,2x2 brick,0.24451447071469798,0.75,0.2900962675020096,23
6,396.6041666666667,318.9270833333333,0.3104818344240281,white,2x2 brick,0.2491304321479458,0.9519146458877263,0.36097712459420717,23
7,391.1354166666667,117.28125,-0.050130728120633815,white,2x2 brick,0.2221950938302244,2.2842446098218114,0.01410855963348023,23
0,501.79,104.89,1.057489423008375,white,2x4 brick,0.3176476034853718,2.3394230057858287,1.1076862197138682,24
1,137.30769230769232,143.48461538461538,-0.32720494112069654,yellow,2x4 brick,0.24325212770525995,2.4837459779213003,0.3507034906790483,24
2,165.2,344.5,0.4289461808340628,white,2x4 brick,0.28284271247461906,1.0,0.4792093812055987,24
3,256.53,153.62,-0.3514128469756952,white,2x2 brick,0.15524174696260024,1.9093454375780199,0.3016097507450316,24
4,510.2307692307692,323.0769230769231,1.0024957317597702,yellow,2x4 brick,0.24925925763107154,1.0533126105868578,1.094040653042495,24
5,268.8,338.75,0.2392262105455248,white,2x2 brick,0.24494897427831785,0.75,0.2896417691948326,24
6,396.6,318.92,0.31027237132955565,white,2x2 brick,0.24494897427831785,0.945304183847718,0.36077582962758314,24
7,391.13,117.28,-0.05015063324776808,white,2x2 brick,0.2193171219946131,2.2828929015615254,0.013823852786841975,24
0,501.78846153846155,104.88461538461539,1.057185694382002,white,2x4 brick,0.3154080666703217,2.3362020967130372,1.1079200617090872,25
1,137.30597014925374,143.47761194029852,-0.3299439488065168,yellow,2x4 brick,0.24365414503454488,2.4924255940643407,0.351174722626098,25
2,165.22115384615384,344.5,0.42860465398754116,white,2x4 brick,0.30085553552234645,1.0,0.4794052228013695,25
3,256.52884615384613,153.6153846153846,-0.3515825970731626,white,2x2 brick,0.15233634151687364,1.913050786991675,0.30123566626478815,25
4,510.23148148148147,323.0740740740741,1.0038031766654487,yellow,2x4 brick,0.24931318551548634,1.051486634561362,1.0943540786866224,25
5,268.7980769230769,338.75,0.2391550959534744,white,2x2 brick,0.24533366965717449,0.75,0.2901073551581243,25
6,396.59615384615387,318.9326923076923,0.3098193592376362,white,2x2 brick,0.24096084781041674,0.9609132582813229,0.3608542284748117,25
7,391.13461538461536,117.27884615384616,-0.05068833029762798,white,2x2 brick,0.2217800498975153,2.2816438522782323,0.013819439239340177,25
0,501.787037037037,104.87962962962963,1.0571476321929105,white,2x4 brick,0.3133134132534931,2.333204728966199,1.1078781108729476,26
1,137.30434782608697,143.46376811594203,-0.332297321026036,yellow,2x4 brick,0.24402113392003966,2.50986292220487,0.35171256729245526,26
2,165.22222222222223,344.5,0.42876321393377387,white,2x4 brick,0.29917582261858355,1.0,0.47955871385113524,26
3,256.52777777777777,153.61111111111111,-0.3517856677304497,white,2x2 brick,0.1495879113092918,1.9164653678511492,0.30143169284777754,26
4,510.23214285714283,323.07142857142856,1.0053300501946747,yellow,2x4 brick,0.24936142935301683,1.049781318335648,1.0944840295201226,26
5,268.7962962962963,338.75,0.23935089830204573,white,2x2 brick,0.24567591039669623,0.75,0.2902943909503101,26
6,396.60185185185185,318.9259259259259,0.3096567544324793,white,2x2 brick,0.24304453237790158,0.954557331026657,0.3606786582777139,26
7,391.1388888888889,117.27777777777777,-0.050686109038419185,white,2x2 brick,0.22395160411940415,2.280486194641532,0.01356111391524106,26
0,501.7857142857143,104.88392857142857,1.0572299007456576,white,2x4 brick,0.31134992453861954,2.339473138620431,1.1078831955683002,27
1,137.30281690140845,143.45774647887325,-0.33448907588975646,yellow,2x4 brick,0.24435706440700666,2.5171894662433485,0.3522284216499409,27
2,165.22321428571428,344.5,0.42877618018033353,white,2x4 brick,0.2976041662946243,1.0,0.47949222097660454,27
3,256.5267857142857,153.60714285714286,-0.35141171103441815,white,2x2 brick,0.1469828360103065,1.9196220929109555,0.30113213775129755,27
4,510.2241379310345,323.0689655172414,1.007347870012961,yellow,2x4 brick,0.2486587086526889,1.048185114039356,1.0951592362209988,27
5,268.79464285714283,338.75,0.23971050579815753,white,2x2 brick,0.24598173774921273,0.75,0.2905786389433779,27
6,396.5982142857143,318.92857142857144,0.30953217275954004,white,2x2 brick,0.23941227996057005,0.9563162742139918,0.3604686704831692,27
7,391.13392857142856,117.28571428571429,-0.05061042703402422,white,2x2 brick,0.2214213708506651,2.289060051280295,0.013322554824880586,27
0,501.7758620689655,104.89655172413794,1.0574027756130733,white,2x4 brick,0.32393610738027484,2.3373994920115067,1.1079589610599914,28
1,137.3013698630137,143.44520547945206,-0.3365189420707407,yellow,2x4 brick,0.2446653575272843,2.5327466868394093,0.35267221614404326,28
2,165.23275862068965,344.5,0.4287590021943182,white,2x4 brick,0.2967571461734225,1.0,0.47937572837147496,28
3,256.5258620689655,153.60344827586206,-0.35107741762457373,white,2x2 brick,0.14450909150207078,1.922549090646401,0.30089061508487486,28
4,510.21666666666664,323.06666666666666,1.0091258083423171,yellow,2x4 brick,0.24776781245530846,1.046687897873839,1.0956487214484565,28
5,268.7931034482759,338.75,0.239450874856295,white,2x2 brick,0.24625615270837414,0.75,0.2902237053823586,28
