,x-Cordinates [px],y-Cordinates [px],Angle [rad],Brick Colour,Brick Type,Standard Deviation x,Standard Deviation y,Standard Deviation Angle,Frame
6,396.58620689655174,318.9310344827586,0.3100632119468009,white,2x2 brick,0.2480602512058303,0.9579444402130415,0.3609102892007824,28
7,391.13793103448273,117.28448275862068,-0.05051434654924224,white,2x2 brick,0.22347381718647796,2.287733536157862,0.013100709408133005,28
0,501.76666666666665,104.9,1.0571704605341363,white,2x4 brick,0.334995854037363,2.3430749027719964,1.1082675773837098,29
1,137.3,143.44,-0.3386675413211182,yellow,2x4 brick,0.24494897427831785,2.538976171609336,0.35284974964740856,29
2,165.21666666666667,344.5,0.4286618967487173,white,2x4 brick,0.3077697552103231,1.0,0.47982173172687287,29
3,256.525,153.6,-0.3513001841419357,white,2x2 brick,0.14215601757693316,1.9252705437591533,0.3005696753509817,29
4,510.21774193548384,323.06451612903226,1.0100982311243312,yellow,2x4 brick,0.24791009917644194,1.0452807578077195,1.0959970019202996,29
5,268.7916666666667,338.75,0.23900786058598586,white,2x2 brick,0.2465033242958173,0.75,0.29032266018280406,29
6,396.5833333333333,318.925,0.3096343189240414,white,2x2 brick,0.24438130497691965,0.9522998477370455,0.36101848768480393,29
7,391.1333333333333,117.28333333333333,-0.05105473592744739,white,2x2 brick,0.22110831935702666,2.2864941625894337,0.013205159363623679,29
0,501.76612903225805,104.91129032258064,1.0572662770304548,white,2x4 brick,0.3326063004403432,2.3409472055000737,1.1083484849489558,30
1,137.2987012987013,143.43506493506493,-0.34053258239124445,yellow,2x4 brick,0.24521048816232735,2.5448581331503255,0.353217844309785,30
2,165.21774193548387,344.5,0.4286543614402721,white,2x4 brick,0.3061331112274565,1.0,0.4797970727622234,30
3,256.5241935483871,153.59677419354838,-0.35136180680056234,white,2x2 brick,0.1399141255878828,1.9278073573560102,0.30063499298973895,30
4,510.21875,323.0625,1.0111094922479347,yellow,2x4 brick,0.24803918541230538,1.0439558180306292,1.0959206433465445,30
5,268.7903225806452,338.75,0.23945576085769424,white,2x2 brick,0.2467267506577154,0.75,0.2907681182108615,30
6,396.58870967741933,318.9193548387097,0.3101058323452474,white,2x2 brick,0.24633103789195587,0.946954151166819,0.36148314214154215,30
7,391.13709677419354,117.28225806451613,-0.05104098174588426,white,2x2 brick,0.22305349493450533,2.285333616751462,0.012990645455226971,30
0,501.765625,104.9140625,1.0572273531490552,white,2x4 brick,0.33034960174790584,2.3461316024668672,1.1082954388368556,31
1,137.29746835443038,143.4240506329114,-0.3423011292376601,yellow,2x4 brick,0.24545214467930784,2.5582932992585596,0.3535553476793475,31
2,165.21875,344.5,0.428708136033559,white,2x4 brick,0.3045873232752801,1.0,0.47983491308527054,31
3,256.5234375,153.59375,-0.3514305923430183,white,2x2 brick,0.13777493819178435,1.9301776958352823,0.30070736540226084,31
4,510.219696969697,323.06060606060606,1.0121534829915666,yellow,2x4 brick,0.2481566568812,1.042706092974864,1.0959447049034992,31
5,268.7890625,338.75,0.23936807681679956,white,2x2 brick,0.24692938483248605,0.75,0.2906601034059731,31
6,396.59375,318.921875,0.3102237826697575,white,2x2 brick,0.24803918541230538,0.9487604989537666,0.3615786672433287,31
7,391.140625,117.28125,-0.05102808720066884,white,2x2 brick,0.22480460265528374,2.2842446098218114,0.01278625713508896,31
0,501.7651515151515,104.9090909090909,1.0573718188449206,white,2x4 brick,0.32821483367324955,2.3434452281182256,1.1083433573001373,32
1,137.2962962962963,143.41975308641975,-0.34397419633916726,yellow,2x4 brick,0.24567591039669628,2.5633417498819786,0.3539273039487843,32
2,165.20454545454547,344.5,0.42889804034233014,white,2x4 brick,0.3135485164632557,1.0,0.4799276375308079,32
3,256.52272727272725,153.5909090909091,-0.35143682430410156,white,2x2 brick,0.13573085505430998,1.9323974176173817,0.30080048709088664,32
4,510.2132352941176,323.05882352941177,1.0137254111993794,yellow,2x4 brick,0.2472819370705917,1.0415253652721046,1.0965013376495865,32
5,268.7878787878788,338.75,0.2392535277527101,white,2x2 brick,0.2471137337924256,0.75,0.290445233098038,32
6,396.5833333333333,318.9166666666667,0.3106941170585732,white,2x2 brick,0.25500049514707324,0.9438129201715922,0.36195908982713093,32
7,391.1363636363636,117.28030303030303,-0.05093241807294388,white,2x2 brick,0.22268088570756164,2.2832207247372307,0.012602660872692675,32
0,501.7647058823529,104.90441176470588,1.0573272375437073,white,2x4 brick,0.3261922501885123,2.340904414432304,1.1083089460341282,33
1,137.29518072289156,143.40963855421685,-0.34555092951503535,yellow,2x4 brick,0.24588351363805486,2.5755389871202152,0.3541704290450813,33
2,165.2058823529412,344.5,0.42908063901909144,white,2x4 brick,0.3119588740528886,1.0,0.48012105112438985,33
3,256.5220588235294,153.58823529411765,-0.35128666638806105,white,2x2 brick,0.13377503969603124,1.9344804296947469,0.30063317381160254,33
4,510.2142857142857,323.0571428571429,1.0146289859755706,yellow,2x4 brick,0.2474358296526968,1.040408083201893,1.096518707473058,33
5,268.7867647058824,338.75,0.23916684144816353,white,2x2 brick,0.24728193707059173,0.75,0.29036301292095096,33
6,396.5882352941176,318.91911764705884,0.31052217390838827,white,2x2 brick,0.2564058202082749,0.9456179667816946,0.36179131238738116,33
7,391.1397058823529,117.28676470588235,-0.05094369144141225,white,2x2 brick,0.22435509268224052,2.2901903601694666,0.012416113355415537,33
0,501.76428571428573,104.9,1.0570865482237797,white,2x4 brick,0.32427312750903337,2.3384976862446174,1.1086119398030252,34
1,137.29651162790697,143.42441860465115,-0.34411792342840264,yellow,2x4 brick,0.24563523458462339,2.57053682052998,0.35349067891770064,34
2,165.2,344.5,0.4289060952128774,white,2x4 brick,0.3093772546815388,1.0,0.4804920343878124,34
3,256.52142857142854,153.59285714285716,-0.35157161052149555,white,2x2 brick,0.13190132366156704,1.9296425596890387,0.3003759273610176,34
4,510.2083333333333,323.05555555555554,1.0157508505545199,yellow,2x4 brick,0.24650332429581734,1.0393492741038726,1.097338401702877,34
5,268.7857142857143,338.75,0.23871189484145527,white,2x2 brick,0.24743582965269678,0.75,0.2904558388587443,34
6,396.5785714285714,318.92857142857144,0.3100955711910593,white,2x2 brick,0.26234810960295657,0.9572494610143403,0.3619069879102626,34
7,391.1357142857143,117.28571428571429,-0.051486185656935336,white,2x2 brick,0.22234832023247686,2.2890600512802948,0.01263967967266622,34
0,501.7638888888889,104.89583333333333,1.0572179551874408,white,2x4 brick,0.3224496323956639,2.3362147387506043,1.1086614804058248,35
1,137.29775280898878,143.43258426966293,-0.3422768483426422,yellow,2x4 brick,0.2453969625600175,2.572751566887308,0.35320562557701396,35
2,165.19444444444446,344.5,0.42906692823957876,white,2x4 brick,0.30681558381075724,1.0,0.4805701660705316,35
3,256.5208333333333,153.59027777777777,-0.3516689721957945,white,2x2 brick,0.1301041249666333,1.9316918119029338,0.3005485499048029,35
4,510.2094594594595,323.05405405405406,1.0165561683430036,yellow,2x4 brick,0.24669103058822542,1.0383444709350564,1.0972620359995646,35
5,268.78472222222223,338.75,0.2386154520468881,white,2x2 brick,0.247576992638554,0.75,0.290273765204789,35
6,396.5833333333333,318.93055555555554,0.3102495854208284,white,2x2 brick,0.26352313834736496,0.9585346004432567,0.3619722239640956,35
7,391.13194444444446,117.28472222222223,-0.05140509752522492,white,2x2 brick,0.2203698840642004,2.287991581801616,0.012472121619834336,35
0,501.7635135135135,104.89864864864865,1.0572512376543266,white,2x4 brick,0.32071471044069777,2.3278277336678737,1.10867275132001,36
1,137.29891304347825,143.44565217391303,-0.3405637621807589,yellow,2x4 brick,0.24516833844869482,2.5680483641777743,0.3528484604560817,36
2,165.1891891891892,344.5,0.429038905447926,white,2x4 brick,0.3042791959242622,1.0,0.48051862725039285,36
3,256.52027027027026,153.58783783783784,-0.3513821691900816,white,2x2 brick,0.12837837837837837,1.9336251280601406,0.30028446082216737,36
4,510.20394736842104,323.05263157894734,1.0178019573997574,yellow,2x4 brick,0.24572170259188286,1.0373896497066855,1.0977459450844727,36
5,268.7837837837838,338.75,0.23856232824964968,white,2x2 brick,0.2477067943219373,0.75,0.29019338635268593,36
6,396.5810810810811,318.9256756756757,0.3101143333030281,white,2x2 brick,0.260288652489976,0.9539478158443854,0.3618096583473795,36
7,391.1283783783784,117.28378378378379,-0.05138410451911048,white,2x2 brick,0.2184220253411434,2.2869800119091925,0.012303069775133827,36
0,501.7631578947368,104.90131578947368,1.0572068950247486,white,2x4 brick,0.3190619908679511,2.3325778274967894,1.108607639913175,37
1,137.29787234042553,143.43617021276594,-0.342032253320972,yellow,2x4 brick,0.24537367222703813,2.5787945008105226,0.3531199622461286,37
2,165.18421052631578,344.5,0.4292112833670174,white,2x4 brick,0.301772235294203,1.0,0.4806706101257233,37
3,256.51973684210526,153.58552631578948,-0.35109690576165675,white,2x2 brick,0.1267194755543304,1.9354520719955037,0.3000211593733335,37
4,510.20512820512823,323.05128205128204,1.0184258462505535,yellow,2x4 brick,0.24594007811860102,1.0364811759696277,1.0976251715342538,37
5,268.7828947368421,338.75,0.23870880464504787,white,2x2 brick,0.24782642370838637,0.75,0.29031576207214,37
6,396.5855263157895,318.92105263157896,0.3100017432727076,white,2x2 brick,0.2614252169250727,0.9495588711930903,0.36167065078091426,37
7,391.125,117.28289473684211,-0.051364216408054685,white,2x2 brick,0.21650635094610965,2.286020914274105,0.012140710747169612,37
0,501.7628205128205,104.90384615384616,1.0572889398779162,white,2x4 brick,0.3174857050523023,2.3370725885225876,1.1086700616785596,38
1,137.29896907216494,143.44845360824743,-0.3404720483003137,yellow,2x4 brick,0.24515715362049723,2.5741423715246854,0.35285243291561885,38
2,165.19230769230768,344.5,0.42918897153251434,white,2x4 brick,0.3020312561381987,1.0,0.480627086248822,38
3,256.5192307692308,153.58333333333334,-0.35098758228170923,white,2x2 brick,0.12512321343553293,1.9371811841360995,0.2999246711325909,38
4,510.20625,323.05,1.01905279838595,yellow,2x4 brick,0.2461421083439402,1.0356157588603991,1.0975449685709437,38
5,268.78846153846155,338.75,0.23869816993169735,white,2x2 brick,0.2470237034358679,0.75,0.29028012597179936,38
6,396.5769230769231,318.9166666666667,0.31015440200901,white,2x2 brick,0.26646935501059654,0.9453552671861417,0.3617986860201652,38
7,391.12179487179486,117.28205128205128,-0.05134534820012997,white,2x2 brick,0.2146239620869642,2.285110309279462,0.011984614269867844,38
0,501.7625,104.9,1.057083117645066,white,2x4 brick,0.31598061649411346,2.3350588857671233,1.1087839495851466,39
1,137.3,143.46,-0.339270231553025,yellow,2x4 brick,0.24494897427831785,2.5697081546354634,0.35237211924344736,39
2,165.19375,344.5,0.4289818151691184,white,2x4 brick,0.30097497819586266,1.0,0.48073947885846124,39
3,256.51875,153.58125,-0.3511997980940622,white,2x2 brick,0.12358574958303244,1.93882011478631,0.2998139723630052,39
4,510.2073170731707,323.0487804878049,1.0194993916486665,yellow,2x4 brick,0.2463293887405385,1.0347904114925086,1.097645086547781,39
5,268.7875,338.75,0.23852512555399485,white,2x2 brick,0.24717149916606487,0.75,0.2904241409241356,39
6,396.575,318.9125,0.30987973911985855,white,2x2 brick,0.26339134382131846,0.9413255281782174,0.36184032628229934,39
7,391.11875,117.28125,-0.051664983408729846,white,2x2 brick,0.21277555663186504,2.2842446098218114,0.012001029318940648,39
0,501.7621951219512,104.90243902439025,1.0570630592429058,white,2x4 brick,0.31454196040314464,2.339271077304048,1.108737779027543,40
1,137.3009708737864,143.47087378640776,-0.3378670730952351,yellow,2x4 brick,0.24474878963020452,2.56547772072307,0.3521131268535178,40
2,165.2012195121951,344.5,0.4289586022369063,white,2x4 brick,0.3010120743218898,1.0,0.4806888514540197,40
3,256.5182926829268,153.57926829268294,-0.35123397108743876,white,2x2 brick,0.12210356338110234,1.940375737116337,0.2998668829766435,40
4,510.2083333333333,323.04761904761904,1.0200391817669334,yellow,2x4 brick,0.2465033242958173,1.0340024166956412,1.0975353929605836,40
5,268.7926829268293,338.75,0.238945206896171,white,2x2 brick,0.24632938874053847,0.75,0.2908357774503694,40
6,396.5792682926829,318.9146341463415,0.30976670297211123,white,2x2 brick,0.2644542492951395,0.9428966721989125,0.36169667430077707,40
7,391.1219512195122,117.28658536585365,-0.05163969982068743,white,2x2 brick,0.2147172788007196,2.2899974542068042,0.01185485037573617,40
0,501.76785714285717,104.89880952380952,1.0570052555514733,white,2x4 brick,0.32225423056283725,2.3373007451422745,1.1086552502194795,41
1,137.3,143.46666666666667,-0.33925707288698753,yellow,2x4 brick,0.24494897427831785,2.5692936463685587,0.35241036723260094,41
2,165.20238095238096,344.5,0.4289360439955586,white,2x4 brick,0.29999055162747984,1.0,0.48064018091724664,41
3,256.51785714285717,153.58333333333334,-0.35142659612405286,white,2x2 brick,0.12067342221853147,1.9362355064681402,0.30008265049669475,41
4,510.2093023255814,323.04651162790697,1.0206641738501208,yellow,2x4 brick,0.24666515622786536,1.0332492972801424,1.097543025126163,41
5,268.7916666666667,338.75,0.23907607719304552,white,2x2 brick,0.2465033242958173,0.75,0.29093851801675846,41
6,396.57738095238096,318.9166666666667,0.30965904949806616,white,2x2 brick,0.2615663397942837,0.9443860859654166,0.36155977697235164,41
7,391.125,117.28571428571429,-0.05161562021302799,white,2x2 brick,0.21650635094610965,2.2890600512802948,0.011713885774744963,41
0,501.7674418604651,104.90697674418605,1.0637812781057732,white,2x4 brick,0.320770098235668,2.335907308295331,1.1034942965345502,42
1,137.29906542056074,143.45794392523365,-0.33508878512850315,yellow,2x4 brick,0.24513788875895326,2.5787788671101195,0.36167171461833636,42
2,165.1918604651163,344.5,0.4359253305081792,white,2x4 brick,0.3065999272891909,1.0,0.47805753371836124,42
3,256.5174418604651,153.5872093023256,-0.3444881995105035,white,2x2 brick,0.11929235191094881,1.9322716184210045,0.313251659555255,42
4,510.21022727272725,323.04545454545456,1.0278747965140418,yellow,2x4 brick,0.24681598442015312,1.0325287901455045,1.0926892985050551,42
5,268.7906976744186,338.75,0.24604838281294103,white,2x2 brick,0.24666515622786536,0.75,0.2910643840554563,42
6,396.5755813953488,318.9244186046512,0.31593789580915377,white,2x2 brick,0.25876991958451034,0.9539314058650797,0.35969402832939934,42
7,391.1220930232558,117.28488372093024,-0.044894856227789805,white,2x2 brick,0.2148017814175717,2.288165582003458,0.06438342937814595,42
0,501.7613636363636,104.9090909090909,1.070324127852114,white,2x4 brick,0.32836780174545205,2.3288524468089995,1.0985983642253379,43
1,137.2981651376147,143.454128440367,-0.3310880693325761,yellow,2x4 brick,0.2453163661857053,2.58217361357811,0.370313076509418,43
2,165.1818181818182,344.5056818181818,0.4425692564878306,white,2x4 brick,0.3124483428378982,0.9957133069661275,0.4754652228266228,43
3,256.51704545454544,153.5909090909091,-0.3381889427119687,white,2x2 brick,0.11795761075015167,1.9284730395996752,0.325462213105643,43
4,510.2111111111111,323.0444444444444,1.0347425481206198,yellow,2x4 brick,0.24695678634325408,1.0318388236661244,1.0879809349882308,43
5,268.79545454545456,338.75,0.2526798099413177,white,2x2 brick,0.2458330415089083,0.75,0.2910051825513206,43
6,396.5738636363636,318.9261363636364,0.32257598802199855,white,2x2 brick,0.25606032589190336,0.9550695260486417,0.3583937131751219,43
7,391.1193181818182,117.28977272727273,-0.03849155926900605,white,2x2 brick,0.21312499242626198,2.293421410584833,0.08872972806468309,43
0,501.7611111111111,104.91111111111111,1.07653616924037,white,2x4 brick,0.3268348017796161,2.3328306336792006,1.0938058434009699,44
1,137.2972972972973,143.44594594594594,-0.32723133516034747,yellow,2x4 brick,0.24548516384574257,2.591002581136603,0.3784489459096393,44
2,165.17777777777778,344.50555555555553,0.4489140262309219,white,2x4 brick,0.3101174608211747,0.9958091194948635,0.4728744033468021,44
3,256.51666666666665,153.59444444444443,-0.3320762180954612,white,2x2 brick,0.11666666666666667,1.9248296381244938,0.3365550330514588,44
4,510.2119565217391,323.04347826086956,1.0413915589907499,yellow,2x4 brick,0.24708843307976752,1.031177497880993,1.0834813893882427,44
5,268.7944444444444,338.75,0.25903993013925625,white,2x2 brick,0.24601766472760583,0.75,0.2908298452987327,44
6,396.5722222222222,318.9277777777778,0.3282907186868707,white,2x2 brick,0.2534332161768232,0.9561529140580645,0.3564628237174773,44
7,391.1166666666667,117.29444444444445,-0.032361141704090046,white,2x2 brick,0.21147629234082538,2.298422701241059,0.10663852853467044,44
0,501.7608695652174,104.91304347826087,1.0759153201567175,white,2x4 brick,0.32536151189338625,2.3366278838691574,1.0942148946049155,45
1,137.29646017699116,143.44247787610618,-0.3288408016573586,yellow,2x4 brick,0.2456449713589736,2.594030086606263,0.3782206580748276,45
2,165.18478260869566,344.5054347826087,0.44834930032917386,white,2x4 brick,0.310306574426526,0.9959007426570946,0.47320263741849256,45
3,256.51630434782606,153.5923913043478,-0.33268463380260427,white,2x2 brick,0.1154171770738875,1.9265441968802794,0.33574901365372894,45
4,510.21276595744683,323.0425531914894,1.0412924558090286,yellow,2x4 brick,0.2472117029494096,1.0305430670904112,1.0838543532853557,45
5,268.79347826086956,338.75,0.25822712419646987,white,2x2 brick,0.24619025332404615,0.75,0.290772159217531,45
6,396.57065217391306,318.92934782608694,0.3280561386036531,white,2x2 brick,0.26149155921129147,0.9571854169884086,0.3570322869242791,45
7,391.1195652173913,117.29891304347827,-0.033051785504960386,white,2x2 brick,0.21327627032987587,2.303187515503025,0.10557474958544222,45
0,501.76063829787233,104.91489361702128,1.0755695443899145,white,2x4 brick,0.32394446762947054,2.340256280147063,1.0945457627362958,46
1,137.29565217391306,143.4391304347826,-0.3302711957838381,yellow,2x4 brick,0.2457964178278708,2.596944547537888,0.3780842660252126,46
2,165.18085106382978,344.50531914893617,0.44791742346090485,white,2x4 brick,0.3081435820842603,0.9959884453397739,0.4733127706902253,46
3,256.5159574468085,153.59574468085106,-0.33319320618789894,white,2x2 brick,0.11420697102970151,1.923091200281298,0.33517508602017687,46
4,510.2083333333333,323.0416666666667,1.0416701181073333,yellow,2x4 brick,0.24650332429581734,1.0299339245256895,1.0843936299100303,46
5,268.78723404255317,338.75,0.2579086473569154,white,2x2 brick,0.2472117029494096,0.75,0.2908307058055977,46
6,396.5744680851064,318.93617021276594,0.32780798894945934,white,2x2 brick,0.26253112083517166,0.9654511748543344,0.35723532561012594,46
7,391.12105263157895,117.33684210526316,-0.033583162299329915,white,2x2 brick,0.21417884157237688,2.318622668812761,0.10393607172746433,46
0,501.7604166666667,104.921875,1.0751198377615234,white,2x4 brick,0.32258047015004215,2.33890123442077,1.0947028699900003,47
1,137.2948717948718,143.43162393162393,-0.33159954514548073,yellow,2x4 brick,0.24594007811860102,2.604980422934445,0.37791843404570635,47
2,165.17708333333334,344.5052083333333,0.4475368156180621,white,2x4 brick,0.30600897544934125,0.9960724739013165,0.47340797800409395,47
3,256.515625,153.59895833333334,-0.3333810336860085,white,2x2 brick,0.11303403340734743,1.9197707540911986,0.3343776651166883,47
4,510.2040816326531,323.0408163265306,1.0421624672434253,yellow,2x4 brick,0.24574682813861828,1.0293485888096727,1.0850042862597913,47
5,268.7894736842105,338.7421052631579,0.2608569379496001,white,2x2 brick,0.24686398735912782,0.7499584476023949,0.29070473779661393,47
6,396.578125,318.9322916666667,0.3275611427919171,white,2x2 brick,0.2634716639571196,0.9618227911612524,0.35737797070753335,47
7,391.1173469387755,117.36734693877551,-0.03402054526932221,white,2x2 brick,0.21190366997239987,2.3261501658145805,0.10236244354912481,47
0,501.76020408163265,104.9234693877551,1.0745469251926898,white,2x4 brick,0.32126656104961565,2.3423257681554315,1.0952436747391816,48
1,137.2941176470588,143.42857142857142,-0.3331816942726708,yellow,2x4 brick,0.24607647839237515,2.607588887827828,0.3776950987519623,48
2,165.1734693877551,344.5051020408163,0.44689945997280484,white,2x4 brick,0.30390352269051896,0.9961530544826024,0.4737689754828156,48
3,256.515306122449,153.60204081632654,-0.3341025338910077,white,2x2 brick,0.11189649081357811,1.916575367991348,0.3336621095160763,48
4,510.205,323.04,1.0419871199854949,yellow,2x4 brick,0.24591665254715875,1.0287856919689347,1.0854472038780492,48
5,268.78350515463916,338.74226804123714,0.2603522692989592,white,2x2 brick,0.2477446358906787,0.7499601434834314,0.29113373277598475,48
6,396.5765306122449,318.93367346938777,0.3270628112626471,white,2x2 brick,0.2610031747434421,0.9626646562103206,0.3577982445135022,48
7,391.1237623762376,117.38613861386139,-0.03519331987652761,white,2x2 brick,0.21578707641290462,2.322811104315362,0.1010533017486302,48
0,501.76,104.925,1.0740452421643993,white,2x4 brick,0.32,2.345607597190971,1.0956193118678401,49
1,137.29338842975207,143.42561983471074,-0.33456706211174875,yellow,2x4 brick,0.24620610098787157,2.610105248681241,0.3774492787077282,49
2,165.175,344.505,0.4463856007443971,white,2x4 brick,0.30310889132455354,0.9962303950392198,0.47401675584851777,49
3,256.515,153.605,-0.33481864886599644,white,2x2 brick,0.1107925990308017,1.9134981055647793,0.33316500623821255,49
4,510.20588235294116,323.03921568627453,1.0419264554132381,yellow,2x4 brick,0.24607647839237518,1.0282439687942664,1.0857946661827134,49
5,268.78061224489795,338.734693877551,0.2632697458758297,white,2x2 brick,0.24811870236301692,0.7498437988111769,0.29106630873538675,49
6,396.58,318.935,0.3264913789378376,white,2x2 brick,0.2619160170741759,0.9634702901491049,0.35791770828886077,49
7,391.1201923076923,117.41346153846153,-0.03602805362655447,white,2x2 brick,0.21365851964700933,2.3292066036242605,0.09970284743358189,49
0,501.7598039215686,104.92647058823529,1.073621582557309,white,2x4 brick,0.3187782448605708,2.3487554681437035,1.0959988558438314,50
1,137.29268292682926,143.4227642276423,-0.335888863200193,yellow,2x4 brick,0.2463293887405385,2.6125342961340112,0.3772150646336393,50
2,165.1764705882353,344.5049019607843,0.44594925431658955,white,2x4 brick,0.30233615578645634,0.9963046871334084,0.4742706849357975,50
3,256.5147058823529,153.6078431372549,-0.33523408347093564,white,2x2 brick,0.1097207317921539,1.9105325340410646,0.332451593644875,50
4,510.2067307692308,323.03846153846155,1.041845591231487,yellow,2x4 brick,0.246227077448113,1.0277222473759529,1.086067588189731,50
5,268.77777777777777,338.72727272727275,0.26590265853766093,white,2x2 brick,0.24845199749997662,0.7496555682941201,0.29076313561968414,50
6,396.578431372549,318.9313725490196,0.32596166029048823,white,2x2 brick,0.2595725940171319,0.9600837782231446,0.3580107237018246,50
7,391.11682242990656,117.42990654205607,-0.0367609329055496,white,2x2 brick,0.2115744191153602,2.325647933162417,0.09838987569328553,50
0,501.75961538461536,104.9326923076923,1.0731943743791488,white,2x4 brick,0.317598933940649,2.3473160740469723,1.09639508921324,51
1,137.292,143.42,-0.337201293439769,yellow,2x4 brick,0.24644674881198983,2.614880494401226,0.3769822394125307,51
2,165.17307692307693,344.5048076923077,0.44561090639627654,white,2x4 brick,0.30829268349771916,0.996376107518208,0.47464694382660877,51
3,256.5144230769231,153.61057692307693,-0.335588296263983,white,2x2 brick,0.10867937072555112,1.907672679412049,0.33167697734728896,51
4,510.20754716981133,323.0377358490566,1.0418115500620613,yellow,2x4 brick,0.2463691482490679,1.0272194406653734,1.0864247071733422,51
5,268.7772277227723,338.7277227722772,0.2651280049661608,white,2x2 brick,0.2485128791685373,0.749669077076671,0.29083031950444777,51
6,396.5817307692308,318.9375,0.3255931269824084,white,2x2 brick,0.26045980904964494,0.9674696874599463,0.35828640202891177,51
7,391.1136363636364,117.44545454545455,-0.03752544342314747,white,2x2 brick,0.2095351013021111,2.322171255278769,0.09714627363089626,51
0,501.75943396226415,104.93396226415095,1.0727509265357182,white,2x4 brick,0.316459870145651,2.3503065553745075,1.0968425589241706,52
1,137.29133858267716,143.41732283464566,-0.3385280041996235,yellow,2x4 brick,0.24655855609214447,2.617148008601615,0.3767405799045747,52
2,165.1745283018868,344.50471698113205,0.4451001247595353,white,2x4 brick,0.30747336769306155,0.9964448195413965,0.47492577255284507,52
3,256.5141509433962,153.60849056603774,-0.33603208431160686,white,2x2 brick,0.10766709632559741,1.9095152958291115,0.33094110649489866,52
4,510.2037037037037,323.037037037037,1.0420267841370703,yellow,2x4 brick,0.24567591039669628,1.0267345389354898,1.0871213266703914,52
5,268.77941176470586,338.72058823529414,0.2676903609129884,white,2x2 brick,0.2482638678843255,0.7494230768377003,0.29054460797475606,52
6,396.5801886792453,318.9339622641509,0.3255770310940003,white,2x2 brick,0.26720771770318014,0.9641583280742192,0.35900705634264063,52
7,391.1194690265487,117.46460176991151,-0.0383857676415963,white,2x2 brick,0.21321741244525239,2.323139482209834,0.09598951607406457,52
0,501.75925925925924,104.93518518518519,1.0723561403401556,white,2x4 brick,0.31535900677641476,2.3531820385272337,1.0972083775396022,53
1,137.2906976744186,143.4108527131783,-0.339731067475271,yellow,2x4 brick,0.24666515622786542,2.624016694681173,0.3764818293390656,53
2,165.17592592592592,344.5046296296296,0.44462203550741497,white,2x4 brick,0.3066758363273924,0.9965109743926798,0.4751095772316877,53
3,256.5138888888889,153.61111111111111,-0.33656901691907526,white,2x2 brick,0.10668257983150843,1.9067780335256128,0.3304215063871482,53
4,510.20454545454544,323.03636363636366,1.0419009308720213,yellow,2x4 brick,0.2458330415089083,1.0262666030305516,1.0873553601668204,53
5,268.77669902912623,338.7135922330097,0.2700179542059331,white,2x2 brick,0.24857023523285643,0.7491157951230109,0.29008481380371803,53
6,396.5787037037037,318.93055555555554,0.32526816478420645,white,2x2 brick,0.273540208272638,0.9609465176983283,0.35929147598062694,53
7,391.11739130434785,117.46521739130435,-0.03884502359943761,white,2x2 brick,0.21193143664267725,2.3263348100377113,0.09521376316749117,53
0,501.7590909090909,104.93181818181819,1.0719242560040672,white,2x4 brick,0.31429443478295505,2.3514765890308857,1.0975094082783945,54
1,137.29007633587787,143.4083969465649,-0.3409453631144624,yellow,2x4 brick,0.24676686832434522,2.626059602003184,0.3762819149905556,54
2,165.1727272727273,344.50454545454545,0.444325763973184,white,2x4 brick,0.3047828111680038,0.9965747122141889,0.4754481154579463,54
3,256.51363636363635,153.6090909090909,-0.33681908142823763,white,2x2 brick,0.10572457590557281,1.9085713578745682,0.32966497989723675,54
4,510.20535714285717,323.0357142857143,1.041847581439923,yellow,2x4 brick,0.24598173774921267,1.0258147583103623,1.0876495695925255,54
5,268.77403846153845,338.7067307692308,0.272495371688693,white,2x2 brick,0.2488416210501449,0.748750808793312,0.28977964872416023,54
6,396.57272727272726,318.9318181818182,0.32477534256272955,white,2x2 brick,0.276638619176417,0.961715495463641,0.3593766834906316,54
7,391.114406779661,117.47881355932203,-0.03950471753887916,white,2x2 brick,0.21003447002362258,2.322872698924624,0.09408432555095295,54
0,501.75892857142856,104.93303571428571,1.0717033864075396,white,2x4 brick,0.31326437130087204,2.354228277894643,1.0977382441295653,55
1,137.28947368421052,143.40225563909775,-0.3420010335897199,yellow,2x4 brick,0.24686398735912785,2.632545472346482,0.3761468168383276,55
2,165.17857142857142,344.5044642857143,0.4440643578521065,white,2x4 brick,0.30514299090419755,0.9966361630914428,0.47553941937169275,55
3,256.51339285714283,153.61160714285714,-0.33734235803497986,white,2x2 brick,0.10479191602058482,1.9059467808355903,0.3294401339460369,55
4,510.20175438596493,323.03508771929825,1.0421510090264114,yellow,2x4 brick,0.24530055182648353,1.02537818920719,1.0880439157806632,55
5,268.7761904761905,338.7,0.27511883541771104,white,2x2 brick,0.2486243329944117,0.7483314773547882,0.2896347624013613,55
6,396.5669642857143,318.9330357142857,0.32458078720856604,white,2x2 brick,0.27947284331945604,0.9624548591322853,0.35947186302780265,55
7,391.11570247933884,117.49586776859505,-0.03978051023541085,white,2x2 brick,0.2108653028458359,2.3235195835718985,0.0929267693401361,55
0,501.75877192982455,104.9342105263158,1.0712966176854994,white,2x4 brick,0.31226714932153615,2.356879774504449,1.0981091681521833,56
1,137.2888888888889,143.4,-0.3431789781090395,yellow,2x4 brick,0.24695678634325408,2.634387974463898,0.3759173518301881,56
