,0,1,2
0,3,-0.04787100598574487,0
1,6,-0.04787100598574487,0
2,1,-0.04787100598574487,0
3,2,-0.04787100598574487,0
4,0,-0.04787100598574487,0
5,7,-0.04787100598574487,0
6,4,-0.04787100598574487,0
7,5,-0.04787100598574487,0
8,1,-0.7711365689615527,1
9,0,2.166131484515949,1
10,2,0.9070825560228101,1
11,3,-0.6648811109653116,1
12,4,2.1423331371609153,1
13,6,0.6799048986922513,1
14,5,0.5239280993971211,1
15,7,-0.0513157126008689,1
16,3,-0.0513157126008689,1
17,6,-0.0513157126008689,1
18,2,-0.0513157126008689,1
19,0,-0.0513157126008689,1
20,4,-0.0513157126008689,1
21,1,-0.0513157126008689,1
22,5,-0.0513157126008689,1
23,7,-0.0513157126008689,1
24,1,-0.7714466979441128,2
25,0,2.162163302420996,2
26,2,0.90673639288751,2
27,3,-0.6409417772539718,2
28,6,0.6614864152957922,2
29,4,2.142993967172924,2
30,5,0.538900480773846,2
31,7,-0.06413075654412545,2
32,6,-0.06413075654412545,2
33,3,-0.06413075654412545,2
34,2,-0.06413075654412545,2
35,4,-0.06413075654412545,2
36,0,-0.06413075654412545,2
37,1,-0.06413075654412545,2
38,5,-0.06413075654412545,2
39,7,-0.06413075654412545,2
40,0,2.1771361604843396,3
41,1,-0.7714355994878903,3
42,2,0.9103249805296142,3
43,3,-0.6665132845288262,3
44,4,2.1396927534887746,3
45,6,0.6783585692214171,3
46,5,0.538900480773846,3
47,7,-0.009892127079971247,3
48,3,-0.009892127079971247,3
49,6,-0.009892127079971247,3
50,2,-0.009892127079971247,3
51,0,-0.009892127079971247,3
52,4,-0.009892127079971247,3
53,5,-0.009892127079971247,3
54,7,-0.009892127079971247,3
55,1,-0.009892127079971247,3
56,1,-0.009892127079971247,3
57,1,-0.7714016546968724,4
58,0,2.161257986024735,4
59,2,0.904263722193124,4
60,3,-0.6426258062968112,4
61,6,0.6783888417581376,4
62,4,2.17842854705638,4
63,5,0.5190469213894382,4
64,7,-0.050628356298990485,4
65,6,-0.050628356298990485,4
66,3,-0.050628356298990485,4
67,2,-0.050628356298990485,4
68,0,-0.050628356298990485,4
69,5,-0.050628356298990485,4
70,7,-0.050628356298990485,4
71,4,-0.050628356298990485,4
72,1,-0.050628356298990485,4
73,1,-0.050628356298990485,4
74,0,2.1674944800753857,5
75,1,-0.7703241933902745,5
76,2,0.9155242478402237,5
77,3,-0.6661019215584104,5
78,6,0.6782498549386791,5
79,4,2.1379590850618393,5
80,5,0.5474068293017117,5
81,7,-0.04782409297534684,5
82,6,-0.04782409297534684,5
83,3,-0.04782409297534684,5
84,0,-0.04782409297534684,5
85,2,-0.04782409297534684,5
86,5,-0.04782409297534684,5
87,7,-0.04782409297534684,5
88,4,-0.04782409297534684,5
89,1,-0.04782409297534684,5
90,1,-0.04782409297534684,5
91,1,-0.7711884715624613,6
92,0,2.1646248727811903,6
93,2,0.9070852289202187,6
94,3,-0.6294689255256302,6
95,4,2.1395788503373074,6
96,6,0.6783888417581376,6
97,5,0.5388852188485534,6
98,7,-0.04787100598574487,6
99,6,-0.04787100598574487,6
100,3,-0.04787100598574487,6
101,2,-0.04787100598574487,6
102,0,-0.04787100598574487,6
103,5,-0.04787100598574487,6
104,7,-0.04787100598574487,6
105,1,-0.04787100598574487,6
106,4,-0.04787100598574487,6
107,1,-0.04787100598574487,6
108,1,-0.7713498015847529,7
109,0,2.1646669168882458,7
110,2,0.9215057338605197,7
111,3,-0.6610953556488387,7
112,4,2.1403842450170436,7
