0,1,2,3,4,5,6,7,8
40.0,24.0,0.0,0,0,3003,21,0,0
40.0,40.0,0.0,0,1,3003,23,7,1
24.0,24.0,0.0,0,2,3003,23,5,2
24.0,40.0,0.0,0,3,3003,21,6,3
32.0,32.0,9.6,0,4,3003,28,0,4
