0,1,2,3,4,5,6,7
56.0,88.0,121.60000000000001,0,314,3004,154,1
64.0,88.0,121.60000000000001,0,315,3023,154,1
72.0,88.0,121.60000000000001,0,316,3004,154,1
88.0,88.0,121.60000000000001,0,317,3004,154,1
96.0,88.0,121.60000000000001,1,318,3023,154,1
96.0,96.0,121.60000000000001,1,319,3004,154,1
56.0,144.0,121.60000000000001,0,320,3004,154,1
64.0,144.0,121.60000000000001,1,321,3004,154,1
96.0,144.0,121.60000000000001,0,322,3004,154,1
104.0,144.0,121.60000000000001,1,323,3005,154,1
64.0,152.0,121.60000000000001,0,324,3023,154,1
72.0,152.0,121.60000000000001,0,325,3004,154,1
104.0,152.0,121.60000000000001,1,326,3024,154,1
112.0,152.0,121.60000000000001,0,327,3004,154,1
56.0,160.0,121.60000000000001,0,328,3004,154,1
96.0,160.0,121.60000000000001,0,329,3003,154,1
64.0,168.0,121.60000000000001,1,330,3005,154,1
72.0,168.0,121.60000000000001,1,331,3024,154,1
88.0,40.0,124.80000000000001,1,332,3024,154,1
112.0,48.0,124.80000000000001,1,333,3024,154,1
104.0,56.0,124.80000000000001,1,334,3024,26,1
48.0,72.0,124.80000000000001,0,335,3023,154,1
56.0,80.0,124.80000000000001,1,336,3024,154,1
48.0,88.0,124.80000000000001,1,337,3024,154,1
64.0,88.0,124.80000000000001,1,338,3024,26,1
96.0,88.0,124.80000000000001,1,339,3023,26,1
64.0,96.0,124.80000000000001,0,340,3023,154,1
112.0,96.0,124.80000000000001,1,341,3024,154,1
72.0,104.0,124.80000000000001,1,342,3024,154,1
96.0,104.0,124.80000000000001,1,343,3023,154,1
64.0,152.0,124.80000000000001,0,344,3023,154,1
104.0,152.0,124.80000000000001,1,345,3024,26,1
72.0,168.0,124.80000000000001,1,346,3024,154,1
104.0,56.0,128.0,1,347,3024,154,1
48.0,72.0,128.0,0,348,3023,154,1
56.0,80.0,128.0,1,349,3024,26,1
48.0,88.0,128.0,0,350,3023,154,1
64.0,88.0,128.0,0,351,3023,26,1
96.0,88.0,128.0,1,352,3023,26,1
112.0,96.0,128.0,1,353,3024,154,1
56.0,104.0,128.0,1,354,3024,154,1
64.0,104.0,128.0,1,355,3023,154,1
96.0,104.0,128.0,1,356,3023,154,1
112.0,144.0,128.0,1,357,3024,154,1
48.0,152.0,128.0,1,358,3024,154,1
64.0,152.0,128.0,0,359,3023,154,1
104.0,152.0,128.0,1,360,3024,26,1
64.0,40.0,131.20000000000002,1,361,3023,154,1
96.0,40.0,131.20000000000002,1,362,3024,154,1
56.0,48.0,131.20000000000002,1,363,3024,154,1
64.0,48.0,131.20000000000002,1,364,3005,154,1
72.0,48.0,131.20000000000002,0,365,3004,154,1
88.0,48.0,131.20000000000002,1,366,3024,154,1
96.0,48.0,131.20000000000002,1,367,3005,154,1
104.0,48.0,131.20000000000002,0,368,3004,154,1
56.0,56.0,131.20000000000002,0,369,3004,154,1
64.0,56.0,131.20000000000002,1,370,3024,26,1
88.0,56.0,131.20000000000002,1,371,3005,154,1
96.0,56.0,131.20000000000002,1,372,3024,26,1
112.0,56.0,131.20000000000002,1,373,3024,154,1
64.0,64.0,131.20000000000002,1,374,3004,154,1
88.0,64.0,131.20000000000002,1,375,3004,154,1
104.0,64.0,131.20000000000002,1,376,3024,26,1
112.0,64.0,131.20000000000002,1,377,3005,154,1
48.0,72.0,131.20000000000002,0,378,3003,154,1
64.0,72.0,131.20000000000002,0,379,3003,154,1
88.0,72.0,131.20000000000002,0,380,3003,154,1
104.0,72.0,131.20000000000002,1,381,3004,154,1
104.0,80.0,131.20000000000002,0,382,3003,154,1
48.0,88.0,131.20000000000002,0,383,3003,154,1
64.0,88.0,131.20000000000002,1,384,3005,26,1
72.0,88.0,131.20000000000002,0,385,3004,154,1
88.0,88.0,131.20000000000002,0,386,3004,154,1
96.0,88.0,131.20000000000002,1,387,3024,26,1
64.0,96.0,131.20000000000002,1,388,3024,26,1
96.0,96.0,131.20000000000002,0,389,3004,154,1
104.0,96.0,131.20000000000002,0,390,3003,154,1
56.0,104.0,131.20000000000002,1,391,3004,154,1
72.0,104.0,131.20000000000002,1,392,3024,154,1
48.0,144.0,131.20000000000002,1,393,3004,154,1
64.0,144.0,131.20000000000002,1,394,3004,154,1
96.0,144.0,131.20000000000002,0,395,3003,154,1
112.0,144.0,131.20000000000002,1,396,3005,154,1
48.0,152.0,131.20000000000002,0,397,3004,154,1
56.0,152.0,131.20000000000002,1,398,3024,154,1
64.0,152.0,131.20000000000002,1,399,3005,26,1
72.0,152.0,131.20000000000002,0,400,3004,154,1
112.0,152.0,131.20000000000002,0,401,3004,154,1
56.0,160.0,131.20000000000002,0,402,3003,154,1
96.0,160.0,131.20000000000002,0,403,3003,154,1
56.0,48.0,134.4,1,404,3024,154,1
88.0,48.0,134.4,1,405,3024,154,1
64.0,56.0,134.4,1,406,3024,154,1
96.0,56.0,134.4,1,407,3024,26,1
104.0,64.0,134.4,1,408,3024,154,1
96.0,88.0,134.4,1,409,3024,26,1
64.0,96.0,134.4,1,410,3024,154,1
72.0,104.0,134.4,1,411,3024,154,1
56.0,152.0,134.4,1,412,3024,26,1
64.0,56.0,137.6,1,413,3024,154,1
96.0,56.0,137.6,1,414,3024,154,1
104.0,64.0,137.6,1,415,3024,154,1
96.0,88.0,137.6,1,416,3024,154,1
64.0,96.0,137.6,1,417,3024,154,1
80.0,112.0,137.6,0,418,3022,2,1
80.0,128.0,137.6,0,419,3022,2,1
56.0,152.0,137.6,1,420,3024,26,1
64.0,56.0,140.8,1,421,3023,154,1
96.0,56.0,140.8,1,422,3023,154,1
56.0,64.0,140.8,0,423,3004,154,1
64.0,64.0,140.8,1,424,3004,154,1
88.0,64.0,140.8,0,425,3023,154,1
96.0,64.0,140.8,1,426,3005,154,1
104.0,64.0,140.8,0,427,3003,154,1
48.0,72.0,140.8,1,428,3005,154,1
64.0,72.0,140.8,0,429,3022,154,1
96.0,72.0,140.8,0,430,3710,154,1
48.0,80.0,140.8,0,431,3001,154,1
88.0,80.0,140.8,1,432,3024,154,1
104.0,80.0,140.8,0,433,3003,154,1
64.0,88.0,140.8,1,434,3023,154,1
64.0,96.0,140.8,0,435,3023,154,1
72.0,96.0,140.8,1,436,3024,37,1
80.0,96.0,140.8,0,437,3022,2,1
104.0,96.0,140.8,0,438,3003,154,1
72.0,104.0,140.8,1,439,3024,2,1
96.0,104.0,140.8,1,440,3024,25,1
72.0,112.0,140.8,0,441,3022,2,1
88.0,112.0,140.8,0,442,3022,2,1
72.0,128.0,140.8,1,443,3024,2,1
80.0,128.0,140.8,1,444,3005,26,1
88.0,128.0,140.8,0,445,3022,2,1
72.0,136.0,140.8,1,446,3023,2,1
48.0,144.0,140.8,0,447,3003,154,1
64.0,144.0,140.8,0,448,3023,154,1
72.0,144.0,140.8,1,449,3024,25,1
80.0,144.0,140.8,1,450,3023,2,1
96.0,144.0,140.8,0,451,3023,154,1
104.0,144.0,140.8,0,452,3003,154,1
72.0,152.0,140.8,0,453,3023,154,1
80.0,152.0,140.8,1,454,3024,2,1
88.0,152.0,140.8,1,455,3005,2,1
48.0,160.0,140.8,1,456,3005,154,1
56.0,160.0,140.8,1,457,3024,154,1
64.0,160.0,140.8,0,458,3004,154,1
96.0,160.0,140.8,0,459,3004,154,1
104.0,160.0,140.8,0,460,3003,154,1
56.0,168.0,140.8,1,461,3005,154,1
88.0,64.0,144.0,0,462,3023,154,1
64.0,72.0,144.0,0,463,3023,154,1
72.0,72.0,144.0,1,464,3024,154,1
96.0,72.0,144.0,0,465,3023,154,1
72.0,80.0,144.0,1,466,3024,192,1
80.0,80.0,144.0,1,467,3023,2,1
64.0,88.0,144.0,1,468,3024,192,1
72.0,88.0,144.0,0,469,3023,2,1
80.0,88.0,144.0,0,470,3022,2,1
96.0,88.0,144.0,0,471,3023,25,1
64.0,96.0,144.0,0,472,3023,25,1
72.0,104.0,144.0,0,473,3022,2,1
88.0,104.0,144.0,1,474,3023,37,1
64.0,112.0,144.0,0,475,3023,2,1
88.0,112.0,144.0,0,476,3022,2,1
72.0,120.0,144.0,0,477,3023,2,1
80.0,120.0,144.0,1,478,3024,26,1
64.0,128.0,144.0,1,479,3024,37,1
88.0,128.0,144.0,1,480,3023,37,1
56.0,136.0,144.0,1,481,3024,154,1
64.0,136.0,144.0,1,482,3024,25,1
72.0,136.0,144.0,0,483,3023,2,1
80.0,136.0,144.0,1,484,3024,26,1
88.0,136.0,144.0,0,485,3023,2,1
96.0,136.0,144.0,0,486,3023,25,1
104.0,136.0,144.0,1,487,3024,154,1
64.0,144.0,144.0,1,488,3024,192,1
80.0,144.0,144.0,0,489,3023,2,1
64.0,152.0,144.0,1,490,3024,154,1
72.0,152.0,144.0,1,491,3024,25,1
96.0,152.0,144.0,1,492,3024,154,1
56.0,160.0,144.0,1,493,3024,154,1
72.0,160.0,144.0,1,494,3024,154,1
80.0,160.0,144.0,1,495,3023,2,1
64.0,72.0,147.20000000000002,1,496,3024,154,1
72.0,72.0,147.20000000000002,1,497,3024,25,1
80.0,72.0,147.20000000000002,1,498,3023,2,1
96.0,72.0,147.20000000000002,0,499,3023,25,1
64.0,80.0,147.20000000000002,0,500,3023,25,1
72.0,80.0,147.20000000000002,0,501,3022,2,1
88.0,80.0,147.20000000000002,1,502,3024,2,1
88.0,88.0,147.20000000000002,0,503,3710,2,1
96.0,88.0,147.20000000000002,0,504,3023,37,1
64.0,96.0,147.20000000000002,0,505,3022,154,1
80.0,96.0,147.20000000000002,0,506,3023,26,1
96.0,104.0,147.20000000000002,1,507,3024,26,1
56.0,112.0,147.20000000000002,0,508,3023,154,1
64.0,112.0,147.20000000000002,0,509,3022,192,1
80.0,112.0,147.20000000000002,0,510,3023,26,1
96.0,112.0,147.20000000000002,0,511,3023,25,1
104.0,112.0,147.20000000000002,0,512,3023,154,1
88.0,120.0,147.20000000000002,1,513,3024,26,1
56.0,128.0,147.20000000000002,0,514,3022,154,1
72.0,128.0,147.20000000000002,1,515,3024,26,1
88.0,128.0,147.20000000000002,0,516,3022,192,1
104.0,128.0,147.20000000000002,0,517,3023,154,1
72.0,136.0,147.20000000000002,0,518,3022,37,1
64.0,144.0,147.20000000000002,0,519,3023,154,1
88.0,144.0,147.20000000000002,1,520,3024,26,1
96.0,144.0,147.20000000000002,0,521,3023,25,1
72.0,152.0,147.20000000000002,1,522,3023,2,1
56.0,160.0,147.20000000000002,1,523,3024,26,1
72.0,160.0,147.20000000000002,0,524,3022,2,1
88.0,160.0,147.20000000000002,0,525,3023,2,1
56.0,176.0,147.20000000000002,1,526,3023,154,1
104.0,176.0,147.20000000000002,1,527,3024,154,1
64.0,56.0,150.4,0,528,3023,154,1
96.0,56.0,150.4,1,529,3024,154,1
104.0,56.0,150.4,0,530,3004,154,1
56.0,64.0,150.4,1,531,3005,154,1
72.0,64.0,150.4,0,532,3022,2,1
88.0,64.0,150.4,0,533,3023,2,1
96.0,64.0,150.4,1,534,3024,25,1
112.0,64.0,150.4,0,535,3004,154,1
48.0,72.0,150.4,0,536,3004,154,1
56.0,72.0,150.4,1,537,3024,154,1
64.0,72.0,150.4,0,538,3004,26,1
96.0,72.0,150.4,1,539,3024,37,1
104.0,72.0,150.4,1,540,3005,26,1
56.0,80.0,150.4,1,541,3005,26,1
72.0,80.0,150.4,0,542,3003,26,1
88.0,88.0,150.4,1,543,3001,154,1
48.0,88.0,150.4,0,544,3003,154,1
64.0,88.0,150.4,0,545,3004,26,1
72.0,96.0,150.4,0,546,3003,26,1
88.0,96.0,150.4,1,547,3010,154,1
48.0,104.0,150.4,1,548,3005,154,1
56.0,104.0,150.4,1,549,3024,154,1
64.0,104.0,150.4,1,550,3005,26,1
88.0,104.0,150.4,0,551,3003,26,1
104.0,104.0,150.4,0,552,3023,154,1
112.0,104.0,150.4,1,553,3005,154,1
56.0,112.0,150.4,0,554,3003,154,1
72.0,112.0,150.4,0,555,3003,26,1
88.0,120.0,150.4,0,556,3003,26,1
104.0,120.0,150.4,0,557,3023,154,1
56.0,128.0,150.4,0,558,3004,154,1
64.0,128.0,150.4,1,559,3024,154,1
72.0,128.0,150.4,0,560,3003,26,1
64.0,136.0,150.4,1,561,3005,26,1
88.0,136.0,150.4,1,562,3004,26,1
104.0,136.0,150.4,1,563,3024,154,1
112.0,136.0,150.4,0,564,3004,154,1
