Camera_Matrix,Distortion_Coefficients,Mean_Error
"[[2.44067175e+03 0.00000000e+00 9.12123137e+02]
 [0.00000000e+00 2.50577343e+03 5.61586250e+02]
 [0.00000000e+00 0.00000000e+00 1.00000000e+00]]","[[-7.76566545e-02  3.34337311e+00  1.59789400e-02 -2.49477641e-03
  -3.86344228e+01]]",0.0364029168947148
