brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end,source_file
157,2024-05-23 09:33:31,2024-05-23 09:33:57,2,0,2024-05-23 09:34:11,KPI_DATA_build_20240523_093159.csv
158,2024-05-23 09:34:11,2024-05-23 09:36:20,4,1,2024-05-23 09:36:34,KPI_DATA_build_20240523_093159.csv
159,2024-05-23 09:36:34,2024-05-23 09:38:01,1,1,2024-05-23 09:38:16,KPI_DATA_build_20240523_093159.csv
160,2024-05-23 09:38:16,2024-05-23 09:39:48,1,1,2024-05-23 09:40:03,KPI_DATA_build_20240523_093159.csv
161,2024-05-23 09:40:03,2024-05-23 09:40:20,1,0,2024-05-23 09:40:36,KPI_DATA_build_20240523_093159.csv
162,2024-05-23 09:40:36,2024-05-23 09:43:29,2,1,2024-05-23 09:43:44,KPI_DATA_build_20240523_093159.csv
163,2024-05-23 09:43:44,2024-05-23 09:44:03,1,0,2024-05-23 09:44:18,KPI_DATA_build_20240523_093159.csv
164,2024-05-23 09:44:18,2024-05-23 09:47:01,4,1,2024-05-23 09:47:16,KPI_DATA_build_20240523_093159.csv
165,2024-05-23 09:55:11,2024-05-23 09:56:54,3,0,2024-05-23 09:57:08,KPI_DATA_build_20240523_095508.csv
166,2024-05-23 09:57:08,2024-05-23 09:57:24,1,0,2024-05-23 09:57:38,KPI_DATA_build_20240523_095508.csv
167,2024-05-23 09:57:38,2024-05-23 09:59:12,1,1,2024-05-23 09:59:26,KPI_DATA_build_20240523_095508.csv
168,2024-05-23 09:59:26,2024-05-23 10:01:29,2,1,2024-05-23 10:01:43,KPI_DATA_build_20240523_095508.csv
171,2024-05-23 10:12:14,2024-05-23 10:13:45,1,0,2024-05-23 10:14:04,KPI_DATA_build_20240523_101210.csv
172,2024-05-23 10:14:04,2024-05-23 10:16:02,2,1,2024-05-23 10:16:22,KPI_DATA_build_20240523_101210.csv
173,2024-05-23 10:16:22,2024-05-23 10:16:53,1,0,2024-05-23 10:17:13,KPI_DATA_build_20240523_101210.csv
174,2024-05-23 10:17:13,2024-05-23 10:20:36,1,2,2024-05-23 10:20:56,KPI_DATA_build_20240523_101210.csv
175,2024-05-23 10:20:56,2024-05-23 10:23:15,3,1,2024-05-23 10:23:35,KPI_DATA_build_20240523_101210.csv
176,2024-05-23 10:23:35,2024-05-23 10:24:13,3,0,2024-05-23 10:24:28,KPI_DATA_build_20240523_101210.csv
177,2024-05-23 10:24:28,2024-05-23 10:31:46,1,5,2024-05-23 10:32:01,KPI_DATA_build_20240523_101210.csv
186,2024-05-23 10:32:01,2024-05-23 10:32:34,2,0,2024-05-23 10:32:55,KPI_DATA_build_20240523_101210.csv
195,2024-05-23 10:32:55,2024-05-23 10:33:21,1,0,2024-05-23 10:33:36,KPI_DATA_build_20240523_101210.csv
196,2024-05-23 10:33:36,2024-05-23 10:33:53,1,0,2024-05-23 10:34:08,KPI_DATA_build_20240523_101210.csv
197,2024-05-23 10:34:08,2024-05-23 10:35:45,1,1,2024-05-23 10:36:06,KPI_DATA_build_20240523_101210.csv
200,2024-05-23 10:36:06,2024-05-23 10:36:23,1,0,2024-05-23 10:36:38,KPI_DATA_build_20240523_101210.csv
201,2024-05-23 10:36:38,2024-05-23 10:41:01,1,3,2024-05-23 10:41:22,KPI_DATA_build_20240523_101210.csv
205,2024-05-23 10:41:22,2024-05-23 10:41:46,1,0,2024-05-23 10:42:01,KPI_DATA_build_20240523_101210.csv
206,2024-05-23 10:42:01,2024-05-23 10:44:12,2,1,2024-05-23 10:44:32,KPI_DATA_build_20240523_101210.csv
207,2024-05-23 10:44:32,2024-05-23 10:44:59,1,0,2024-05-23 10:45:14,KPI_DATA_build_20240523_101210.csv
208,2024-05-23 10:45:14,2024-05-23 10:46:21,1,0,2024-05-23 10:46:36,KPI_DATA_build_20240523_101210.csv
209,2024-05-23 10:46:36,2024-05-23 10:48:27,2,1,2024-05-23 10:48:42,KPI_DATA_build_20240523_101210.csv
210,2024-05-23 10:48:42,2024-05-23 10:50:50,4,1,2024-05-23 10:51:05,KPI_DATA_build_20240523_101210.csv
211,2024-05-23 10:51:05,2024-05-23 10:53:24,2,1,2024-05-23 10:53:44,KPI_DATA_build_20240523_101210.csv
212,2024-05-23 10:53:44,2024-05-23 10:54:04,1,0,2024-05-23 10:54:19,KPI_DATA_build_20240523_101210.csv
213,2024-05-23 10:54:19,2024-05-23 10:54:39,1,0,2024-05-23 10:54:54,KPI_DATA_build_20240523_101210.csv
214,2024-05-23 10:54:54,2024-05-23 10:56:57,2,1,2024-05-23 10:57:12,KPI_DATA_build_20240523_101210.csv
215,2024-05-23 10:57:12,2024-05-23 10:59:34,3,1,2024-05-23 10:59:49,KPI_DATA_build_20240523_101210.csv
216,2024-05-23 10:59:49,2024-05-23 11:00:05,1,0,2024-05-23 11:00:20,KPI_DATA_build_20240523_101210.csv
217,2024-05-23 11:00:20,2024-05-23 11:02:04,2,1,2024-05-23 11:02:19,KPI_DATA_build_20240523_101210.csv
218,2024-05-23 11:02:19,2024-05-23 11:04:05,1,1,2024-05-23 11:04:20,KPI_DATA_build_20240523_101210.csv
219,2024-05-23 11:04:20,2024-05-23 11:04:45,2,0,2024-05-23 11:05:00,KPI_DATA_build_20240523_101210.csv
220,2024-05-23 11:05:00,2024-05-23 11:07:22,3,1,2024-05-23 11:07:37,KPI_DATA_build_20240523_101210.csv
221,2024-05-23 11:07:37,2024-05-23 11:08:19,1,0,2024-05-23 11:08:34,KPI_DATA_build_20240523_101210.csv
222,2024-05-23 11:08:34,2024-05-23 11:08:53,1,0,2024-05-23 11:09:08,KPI_DATA_build_20240523_101210.csv
223,2024-05-23 11:09:08,2024-05-23 11:11:19,1,1,2024-05-23 11:11:33,KPI_DATA_build_20240523_101210.csv
224,2024-05-23 11:11:33,2024-05-23 11:13:39,2,1,2024-05-23 11:13:54,KPI_DATA_build_20240523_101210.csv
225,2024-05-23 11:13:54,2024-05-23 11:14:14,1,0,2024-05-23 11:14:29,KPI_DATA_build_20240523_101210.csv
226,2024-05-23 11:14:29,2024-05-23 11:15:48,1,0,2024-05-23 11:16:02,KPI_DATA_build_20240523_101210.csv
227,2024-05-23 11:16:02,2024-05-23 11:18:29,2,1,2024-05-23 11:18:44,KPI_DATA_build_20240523_101210.csv
228,2024-05-23 11:18:44,2024-05-23 11:19:19,3,0,2024-05-23 11:19:33,KPI_DATA_build_20240523_101210.csv
229,2024-05-23 11:19:33,2024-05-23 11:21:12,1,1,2024-05-23 11:21:27,KPI_DATA_build_20240523_101210.csv
230,2024-05-23 11:21:27,2024-05-23 11:21:45,1,0,2024-05-23 11:22:00,KPI_DATA_build_20240523_101210.csv
231,2024-05-23 11:22:00,2024-05-23 11:23:42,1,1,2024-05-23 11:23:57,KPI_DATA_build_20240523_101210.csv
232,2024-05-23 11:23:57,2024-05-23 11:26:16,4,1,2024-05-23 11:26:30,KPI_DATA_build_20240523_101210.csv
233,2024-05-23 11:26:30,2024-05-23 11:26:56,2,0,2024-05-23 11:27:11,KPI_DATA_build_20240523_101210.csv
234,2024-05-23 11:27:11,2024-05-23 11:29:11,4,1,2024-05-23 11:29:25,KPI_DATA_build_20240523_101210.csv
235,2024-05-23 11:29:25,2024-05-23 11:29:50,1,0,2024-05-23 11:30:05,KPI_DATA_build_20240523_101210.csv
236,2024-05-23 11:30:05,2024-05-23 11:30:32,2,0,2024-05-23 11:30:47,KPI_DATA_build_20240523_101210.csv
237,2024-05-23 11:30:47,2024-05-23 11:31:04,1,0,2024-05-23 11:31:18,KPI_DATA_build_20240523_101210.csv
238,2024-05-23 11:31:18,2024-05-23 11:32:41,1,1,2024-05-23 11:32:55,KPI_DATA_build_20240523_101210.csv
239,2024-05-23 11:32:55,2024-05-23 11:33:17,1,0,2024-05-23 11:33:31,KPI_DATA_build_20240523_101210.csv
240,2024-05-23 11:33:31,2024-05-23 11:35:20,1,1,2024-05-23 11:35:35,KPI_DATA_build_20240523_101210.csv
241,2024-05-23 11:35:35,2024-05-23 11:37:21,2,1,2024-05-23 11:37:36,KPI_DATA_build_20240523_101210.csv
242,2024-05-23 11:37:36,2024-05-23 11:39:09,1,1,2024-05-23 11:39:23,KPI_DATA_build_20240523_101210.csv
243,2024-05-23 11:39:23,2024-05-23 11:41:22,3,1,2024-05-23 11:41:37,KPI_DATA_build_20240523_101210.csv
244,2024-05-23 11:41:37,2024-05-23 11:45:04,2,2,2024-05-23 11:45:19,KPI_DATA_build_20240523_101210.csv
245,2024-05-23 11:45:19,2024-05-23 11:45:35,1,0,2024-05-23 11:45:50,KPI_DATA_build_20240523_101210.csv
246,2024-05-23 11:45:50,2024-05-23 11:46:06,1,0,2024-05-23 11:46:21,KPI_DATA_build_20240523_101210.csv
247,2024-05-23 11:46:21,2024-05-23 11:48:04,2,1,2024-05-23 11:48:19,KPI_DATA_build_20240523_101210.csv
248,2024-05-23 11:48:19,2024-05-23 11:48:36,1,0,2024-05-23 11:48:50,KPI_DATA_build_20240523_101210.csv
249,2024-05-23 11:48:50,2024-05-23 11:49:11,1,0,2024-05-23 11:49:26,KPI_DATA_build_20240523_101210.csv
250,2024-05-23 11:49:26,2024-05-23 11:51:05,2,1,2024-05-23 11:51:20,KPI_DATA_build_20240523_101210.csv
251,2024-05-23 11:51:20,2024-05-23 11:51:36,1,0,2024-05-23 11:51:51,KPI_DATA_build_20240523_101210.csv
252,2024-05-23 11:51:51,2024-05-23 11:52:06,1,0,2024-05-23 11:52:21,KPI_DATA_build_20240523_101210.csv
253,2024-05-23 11:52:21,2024-05-23 11:54:55,1,2,2024-05-23 11:55:10,KPI_DATA_build_20240523_101210.csv
254,2024-05-23 11:55:10,2024-05-23 11:55:36,2,0,2024-05-23 11:55:50,KPI_DATA_build_20240523_101210.csv
255,2024-05-23 12:00:16,2024-05-23 12:01:42,2,0,2024-05-23 12:01:57,KPI_DATA_build_20240523_120015.csv
256,2024-05-23 12:01:57,2024-05-23 12:03:35,2,1,2024-05-23 12:03:50,KPI_DATA_build_20240523_120015.csv
257,2024-05-23 12:03:50,2024-05-23 12:05:28,2,1,2024-05-23 12:05:42,KPI_DATA_build_20240523_120015.csv
258,2024-05-23 12:05:42,2024-05-23 12:06:01,1,0,2024-05-23 12:06:15,KPI_DATA_build_20240523_120015.csv
259,2024-05-23 12:06:15,2024-05-23 12:08:01,2,1,2024-05-23 12:08:15,KPI_DATA_build_20240523_120015.csv
282,2024-05-23 12:08:15,2024-05-23 12:11:23,1,2,2024-05-23 12:11:37,KPI_DATA_build_20240523_120015.csv
283,2024-05-23 12:11:37,2024-05-23 12:11:54,1,0,2024-05-23 12:12:13,KPI_DATA_build_20240523_120015.csv
284,2024-05-23 12:12:13,2024-05-23 12:12:28,1,0,2024-05-23 12:12:42,KPI_DATA_build_20240523_120015.csv
285,2024-05-23 12:12:42,2024-05-23 12:12:59,1,0,2024-05-23 12:13:14,KPI_DATA_build_20240523_120015.csv
286,2024-05-23 12:13:14,2024-05-23 12:16:05,1,2,2024-05-23 12:16:24,KPI_DATA_build_20240523_120015.csv
299,2024-05-23 12:16:24,2024-05-23 12:16:44,1,0,2024-05-23 12:16:58,KPI_DATA_build_20240523_120015.csv
305,2024-05-23 12:16:58,2024-05-23 12:19:08,2,1,2024-05-23 12:19:21,KPI_DATA_build_20240523_120015.csv
306,2024-05-23 12:19:21,2024-05-23 12:21:04,1,1,2024-05-23 12:21:17,KPI_DATA_build_20240523_120015.csv
307,2024-05-23 12:21:17,2024-05-23 12:23:57,5,1,2024-05-23 12:24:10,KPI_DATA_build_20240523_120015.csv
308,2024-05-23 12:24:10,2024-05-23 12:25:56,2,1,2024-05-23 12:26:09,KPI_DATA_build_20240523_120015.csv
309,2024-05-23 12:26:09,2024-05-23 12:27:55,1,1,2024-05-23 12:28:07,KPI_DATA_build_20240523_120015.csv
310,2024-05-23 12:28:07,2024-05-23 12:31:24,4,2,2024-05-23 12:31:38,KPI_DATA_build_20240523_120015.csv
311,2024-05-23 12:31:38,2024-05-23 12:40:31,9,5,2024-05-23 12:40:44,KPI_DATA_build_20240523_120015.csv
312,2024-05-23 12:40:44,2024-05-23 12:42:47,4,1,2024-05-23 12:43:02,KPI_DATA_build_20240523_120015.csv
313,2024-05-23 12:43:02,2024-05-23 12:44:23,1,1,2024-05-23 12:44:43,KPI_DATA_build_20240523_120015.csv
314,2024-05-23 12:44:43,2024-05-23 12:47:38,1,2,2024-05-23 12:47:53,KPI_DATA_build_20240523_120015.csv
315,2024-05-23 12:47:53,2024-05-23 12:48:08,1,0,2024-05-23 12:48:23,KPI_DATA_build_20240523_120015.csv
316,2024-05-23 12:48:23,2024-05-23 12:50:27,3,1,2024-05-23 12:50:45,KPI_DATA_build_20240523_120015.csv
317,2024-05-23 12:50:45,2024-05-23 12:52:37,2,1,2024-05-23 12:52:54,KPI_DATA_build_20240523_120015.csv
318,2024-05-23 12:52:54,2024-05-23 12:55:01,2,1,2024-05-23 12:55:15,KPI_DATA_build_20240523_120015.csv
319,2024-05-23 12:55:15,2024-05-23 12:59:01,4,2,2024-05-23 12:59:14,KPI_DATA_build_20240523_120015.csv
320,2024-05-23 12:59:14,2024-05-23 13:03:36,3,2,2024-05-23 13:03:48,KPI_DATA_build_20240523_120015.csv
321,2024-05-23 13:03:48,2024-05-23 13:08:10,3,2,2024-05-23 13:08:23,KPI_DATA_build_20240523_120015.csv
322,2024-05-23 13:08:23,2024-05-23 13:08:50,2,0,2024-05-23 13:09:03,KPI_DATA_build_20240523_120015.csv
323,2024-05-23 13:09:03,2024-05-23 13:14:55,4,4,2024-05-23 13:15:10,KPI_DATA_build_20240523_120015.csv
324,2024-05-23 13:15:10,2024-05-23 13:15:27,1,0,2024-05-23 13:15:39,KPI_DATA_build_20240523_120015.csv
325,2024-05-23 13:15:39,2024-05-23 13:17:11,2,1,2024-05-23 13:17:24,KPI_DATA_build_20240523_120015.csv
326,2024-05-23 13:17:24,2024-05-23 13:20:09,1,2,2024-05-23 13:20:22,KPI_DATA_build_20240523_120015.csv
327,2024-05-23 13:20:22,2024-05-23 13:25:29,5,3,2024-05-23 13:25:42,KPI_DATA_build_20240523_120015.csv
328,2024-05-23 13:25:42,2024-05-23 13:26:16,1,0,2024-05-23 13:26:34,KPI_DATA_build_20240523_120015.csv
334,2024-05-23 13:26:34,2024-05-23 13:31:49,2,3,2024-05-23 13:32:04,KPI_DATA_build_20240523_120015.csv
335,2024-05-23 13:32:04,2024-05-23 13:37:41,6,3,2024-05-23 13:37:56,KPI_DATA_build_20240523_120015.csv
336,2024-05-23 13:37:56,2024-05-23 13:38:18,2,0,2024-05-23 13:38:30,KPI_DATA_build_20240523_120015.csv
337,2024-05-23 13:38:30,2024-05-23 13:40:09,1,1,2024-05-23 13:40:27,KPI_DATA_build_20240523_120015.csv
355,2024-05-23 13:40:27,2024-05-23 13:42:04,2,1,2024-05-23 13:42:18,KPI_DATA_build_20240523_120015.csv
356,2024-05-23 13:42:18,2024-05-23 13:42:35,1,0,2024-05-23 13:42:49,KPI_DATA_build_20240523_120015.csv
357,2024-05-23 13:42:49,2024-05-23 13:46:49,2,3,2024-05-23 13:47:04,KPI_DATA_build_20240523_120015.csv
358,2024-05-23 13:47:04,2024-05-23 13:47:18,1,0,2024-05-23 13:47:31,KPI_DATA_build_20240523_120015.csv
359,2024-05-23 13:47:31,2024-05-23 13:51:51,2,3,2024-05-23 13:52:06,KPI_DATA_build_20240523_120015.csv
360,2024-05-23 13:52:06,2024-05-23 13:58:27,2,5,2024-05-23 13:58:41,KPI_DATA_build_20240523_120015.csv
361,2024-05-23 13:58:41,2024-05-23 14:01:43,3,2,2024-05-23 14:01:58,KPI_DATA_build_20240523_120015.csv
362,2024-05-23 14:01:58,2024-05-23 14:05:26,3,2,2024-05-23 14:05:40,KPI_DATA_build_20240523_120015.csv
363,2024-05-23 14:05:40,2024-05-23 14:05:56,1,0,2024-05-23 14:06:11,KPI_DATA_build_20240523_120015.csv
364,2024-05-23 14:06:11,2024-05-23 14:09:30,3,2,2024-05-23 14:09:45,KPI_DATA_build_20240523_120015.csv
365,2024-05-23 14:09:45,2024-05-23 14:11:57,3,1,2024-05-23 14:12:12,KPI_DATA_build_20240523_120015.csv
366,2024-05-23 14:12:12,2024-05-23 14:14:24,2,1,2024-05-23 14:14:38,KPI_DATA_build_20240523_120015.csv
367,2024-05-23 14:14:38,2024-05-23 14:18:19,4,2,2024-05-23 14:18:33,KPI_DATA_build_20240523_120015.csv
287,2024-05-23 14:18:33,2024-05-23 14:20:26,2,1,2024-05-23 14:20:39,KPI_DATA_build_20240523_120015.csv
288,2024-05-23 14:20:39,2024-05-23 14:22:40,2,1,2024-05-23 14:22:53,KPI_DATA_build_20240523_120015.csv
289,2024-05-23 14:22:53,2024-05-23 14:27:41,2,3,2024-05-23 14:27:56,KPI_DATA_build_20240523_120015.csv
290,2024-05-23 14:27:56,2024-05-23 14:28:34,2,0,2024-05-23 14:28:49,KPI_DATA_build_20240523_120015.csv
291,2024-05-23 14:28:49,2024-05-23 14:30:39,1,1,2024-05-23 14:30:54,KPI_DATA_build_20240523_120015.csv
292,2024-05-23 14:30:54,2024-05-23 14:33:15,2,1,2024-05-23 14:33:27,KPI_DATA_build_20240523_120015.csv
293,2024-05-23 14:33:27,2024-05-23 14:33:46,1,0,2024-05-23 14:33:59,KPI_DATA_build_20240523_120015.csv
294,2024-05-23 14:33:59,2024-05-23 14:36:20,3,1,2024-05-23 14:36:33,KPI_DATA_build_20240523_120015.csv
295,2024-05-23 14:36:33,2024-05-23 14:36:56,2,0,2024-05-23 14:37:09,KPI_DATA_build_20240523_120015.csv
296,2024-05-23 14:37:09,2024-05-23 14:39:03,2,1,2024-05-23 14:39:16,KPI_DATA_build_20240523_120015.csv
297,2024-05-23 14:39:16,2024-05-23 14:41:19,2,1,2024-05-23 14:41:38,KPI_DATA_build_20240523_120015.csv
298,2024-05-23 14:41:38,2024-05-23 14:41:57,1,0,2024-05-23 14:42:17,KPI_DATA_build_20240523_120015.csv
300,2024-05-23 14:42:17,2024-05-23 14:46:05,5,2,2024-05-23 14:46:23,KPI_DATA_build_20240523_120015.csv
301,2024-05-23 14:46:23,2024-05-23 14:46:48,1,0,2024-05-23 14:47:06,KPI_DATA_build_20240523_120015.csv
302,2024-05-23 14:47:06,2024-05-23 14:50:55,5,2,2024-05-23 14:51:13,KPI_DATA_build_20240523_120015.csv
303,2024-05-23 14:51:13,2024-05-23 14:51:30,1,0,2024-05-23 14:51:48,KPI_DATA_build_20240523_120015.csv
304,2024-05-23 14:51:48,2024-05-23 14:52:47,2,0,2024-05-23 14:53:05,KPI_DATA_build_20240523_120015.csv
329,2024-05-23 14:53:05,2024-05-23 14:56:48,4,2,2024-05-23 14:57:00,KPI_DATA_build_20240523_120015.csv
330,2024-05-23 14:57:00,2024-05-23 14:57:39,3,0,2024-05-23 14:57:51,KPI_DATA_build_20240523_120015.csv
331,2024-05-23 14:57:51,2024-05-23 15:00:53,1,2,2024-05-23 15:01:06,KPI_DATA_build_20240523_120015.csv
332,2024-05-23 15:01:06,2024-05-23 15:01:30,1,0,2024-05-23 15:01:43,KPI_DATA_build_20240523_120015.csv
333,2024-05-23 15:01:43,2024-05-23 15:02:11,2,0,2024-05-23 15:02:31,KPI_DATA_build_20240523_120015.csv
338,2024-05-23 15:02:31,2024-05-23 15:06:50,2,3,2024-05-23 15:07:10,KPI_DATA_build_20240523_120015.csv
339,2024-05-23 15:07:10,2024-05-23 15:11:07,4,2,2024-05-23 15:11:21,KPI_DATA_build_20240523_120015.csv
340,2024-05-23 15:11:21,2024-05-23 15:14:11,1,2,2024-05-23 15:14:25,KPI_DATA_build_20240523_120015.csv
341,2024-05-23 15:14:25,2024-05-23 15:14:40,1,0,2024-05-23 15:14:53,KPI_DATA_build_20240523_120015.csv
342,2024-05-23 15:14:53,2024-05-23 15:16:42,1,1,2024-05-23 15:16:55,KPI_DATA_build_20240523_120015.csv
343,2024-05-23 15:16:55,2024-05-23 15:20:33,4,2,2024-05-23 15:20:46,KPI_DATA_build_20240523_120015.csv
344,2024-05-23 15:20:46,2024-05-23 15:21:02,1,0,2024-05-23 15:21:20,KPI_DATA_build_20240523_120015.csv
345,2024-05-23 15:21:20,2024-05-23 15:25:24,1,2,2024-05-23 15:25:36,KPI_DATA_build_20240523_120015.csv
346,2024-05-23 15:25:36,2024-05-23 15:29:28,4,2,2024-05-23 15:29:46,KPI_DATA_build_20240523_120015.csv
347,2024-05-23 15:29:46,2024-05-23 15:30:06,1,0,2024-05-23 15:30:19,KPI_DATA_build_20240523_120015.csv
348,2024-05-23 15:30:19,2024-05-23 15:35:04,3,3,2024-05-23 15:35:17,KPI_DATA_build_20240523_120015.csv
349,2024-05-23 15:35:17,2024-05-23 15:39:01,4,2,2024-05-23 15:39:15,KPI_DATA_build_20240523_120015.csv
350,2024-05-23 15:39:15,2024-05-23 15:40:50,1,1,2024-05-23 15:41:03,KPI_DATA_build_20240523_120015.csv
351,2024-05-23 15:41:03,2024-05-23 15:41:22,1,0,2024-05-23 15:41:35,KPI_DATA_build_20240523_120015.csv
352,2024-05-23 15:41:35,2024-05-23 15:43:22,1,1,2024-05-23 15:43:35,KPI_DATA_build_20240523_120015.csv
353,2024-05-23 15:43:35,2024-05-23 15:47:28,5,2,2024-05-23 15:47:41,KPI_DATA_build_20240523_120015.csv
354,2024-05-23 15:47:41,2024-05-23 15:47:59,1,0,2024-05-23 15:48:19,KPI_DATA_build_20240523_120015.csv
368,2024-05-23 15:48:19,2024-05-23 15:50:23,4,1,2024-05-23 15:50:37,KPI_DATA_build_20240523_120015.csv
369,2024-05-23 15:50:37,2024-05-23 15:52:25,2,1,2024-05-23 15:52:40,KPI_DATA_build_20240523_120015.csv
370,2024-05-23 15:52:40,2024-05-23 15:55:01,4,1,2024-05-23 15:55:16,KPI_DATA_build_20240523_120015.csv
371,2024-05-23 15:55:16,2024-05-23 15:55:35,1,0,2024-05-23 15:55:50,KPI_DATA_build_20240523_120015.csv
372,2024-05-23 15:55:50,2024-05-23 15:56:04,1,0,2024-05-23 15:56:19,KPI_DATA_build_20240523_120015.csv
373,2024-05-23 15:56:19,2024-05-23 15:58:29,2,1,2024-05-23 15:58:44,KPI_DATA_build_20240523_120015.csv
374,2024-05-23 15:58:44,2024-05-23 16:00:32,1,1,2024-05-23 16:00:46,KPI_DATA_build_20240523_120015.csv
375,2024-05-23 16:00:46,2024-05-23 16:04:26,2,2,2024-05-23 16:04:40,KPI_DATA_build_20240523_120015.csv
376,2024-05-23 16:04:40,2024-05-23 16:04:57,1,0,2024-05-23 16:05:11,KPI_DATA_build_20240523_120015.csv
377,2024-05-23 16:05:11,2024-05-23 16:08:09,3,2,2024-05-23 16:08:24,KPI_DATA_build_20240523_120015.csv
378,2024-05-23 16:08:24,2024-05-23 16:08:47,2,0,2024-05-23 16:09:02,KPI_DATA_build_20240523_120015.csv
379,2024-05-23 16:09:02,2024-05-23 16:11:10,5,1,2024-05-23 16:11:25,KPI_DATA_build_20240523_120015.csv
380,2024-05-23 16:11:25,2024-05-23 16:11:55,3,0,2024-05-23 16:12:10,KPI_DATA_build_20240523_120015.csv
381,2024-05-23 16:12:10,2024-05-23 16:12:25,1,0,2024-05-23 16:12:38,KPI_DATA_build_20240523_120015.csv
382,2024-05-23 16:12:38,2024-05-23 16:14:20,2,1,2024-05-23 16:14:35,KPI_DATA_build_20240523_120015.csv
383,2024-05-23 16:14:35,2024-05-23 16:14:51,1,0,2024-05-23 16:15:06,KPI_DATA_build_20240523_120015.csv
384,2024-05-23 16:15:06,2024-05-23 16:16:22,5,0,2024-05-23 16:16:36,KPI_DATA_build_20240523_120015.csv
385,2024-05-23 16:16:36,2024-05-23 16:18:12,2,1,2024-05-23 16:18:27,KPI_DATA_build_20240523_120015.csv
386,2024-05-23 16:18:27,2024-05-23 16:19:20,5,0,2024-05-23 16:19:32,KPI_DATA_build_20240523_120015.csv
387,2024-05-23 16:19:32,2024-05-23 16:21:33,1,1,2024-05-23 16:21:48,KPI_DATA_build_20240523_120015.csv
388,2024-05-23 16:21:48,2024-05-23 16:22:04,1,0,2024-05-23 16:22:18,KPI_DATA_build_20240523_120015.csv
389,2024-05-23 16:22:18,2024-05-23 16:24:24,4,1,2024-05-23 16:24:39,KPI_DATA_build_20240523_120015.csv
390,2024-05-23 16:24:39,2024-05-23 16:25:11,3,0,2024-05-23 16:25:26,KPI_DATA_build_20240523_120015.csv
391,2024-05-23 16:25:26,2024-05-23 16:25:49,2,0,2024-05-23 16:26:03,KPI_DATA_build_20240523_120015.csv
392,2024-05-23 16:26:03,2024-05-23 16:28:22,2,1,2024-05-23 16:28:36,KPI_DATA_build_20240523_120015.csv
393,2024-05-23 16:28:36,2024-05-23 16:29:18,4,0,2024-05-23 16:29:32,KPI_DATA_build_20240523_120015.csv
394,2024-05-23 16:29:32,2024-05-23 16:31:39,3,1,2024-05-23 16:31:54,KPI_DATA_build_20240523_120015.csv
395,2024-05-23 16:31:54,2024-05-23 16:32:09,1,0,2024-05-23 16:32:24,KPI_DATA_build_20240523_120015.csv
396,2024-05-23 16:32:24,2024-05-23 16:32:54,3,0,2024-05-23 16:33:09,KPI_DATA_build_20240523_120015.csv
397,2024-05-23 16:33:09,2024-05-23 16:35:27,6,1,2024-05-23 16:35:42,KPI_DATA_build_20240523_120015.csv
398,2024-05-23 16:35:42,2024-05-23 16:36:05,1,0,2024-05-23 16:36:19,KPI_DATA_build_20240523_120015.csv
399,2024-05-23 16:36:19,2024-05-23 16:39:19,1,2,2024-05-23 16:39:33,KPI_DATA_build_20240523_120015.csv
400,2024-05-23 16:39:33,2024-05-23 16:40:02,1,0,2024-05-23 16:40:15,KPI_DATA_build_20240523_120015.csv
401,2024-05-23 16:40:15,2024-05-23 16:40:42,1,0,2024-05-23 16:40:55,KPI_DATA_build_20240523_120015.csv
402,2024-05-23 16:40:55,2024-05-23 16:41:09,1,0,2024-05-23 16:41:22,KPI_DATA_build_20240523_120015.csv
403,2024-05-23 16:41:22,2024-05-23 16:44:04,1,2,2024-05-23 16:44:19,KPI_DATA_build_20240523_120015.csv
404,2024-05-23 16:44:19,2024-05-23 16:44:53,1,0,2024-05-23 16:45:07,KPI_DATA_build_20240523_120015.csv
405,2024-05-23 16:45:07,2024-05-23 16:45:30,2,0,2024-05-23 16:45:45,KPI_DATA_build_20240523_120015.csv
406,2024-05-23 16:45:45,2024-05-23 16:45:59,1,0,2024-05-23 16:46:12,KPI_DATA_build_20240523_120015.csv
407,2024-05-23 16:46:12,2024-05-23 16:46:35,2,0,2024-05-23 16:46:48,KPI_DATA_build_20240523_120015.csv
408,2024-05-23 16:46:48,2024-05-23 16:48:44,2,1,2024-05-23 16:48:59,KPI_DATA_build_20240523_120015.csv
409,2024-05-23 16:48:59,2024-05-23 16:49:21,2,0,2024-05-23 16:49:34,KPI_DATA_build_20240523_120015.csv
410,2024-05-23 16:49:34,2024-05-23 16:49:58,2,0,2024-05-23 16:50:11,KPI_DATA_build_20240523_120015.csv
411,2024-05-23 16:50:11,2024-05-23 16:51:58,1,1,2024-05-23 16:52:12,KPI_DATA_build_20240523_120015.csv
412,2024-05-23 16:52:12,2024-05-23 16:52:27,1,0,2024-05-23 16:52:40,KPI_DATA_build_20240523_120015.csv
413,2024-05-23 16:52:40,2024-05-23 16:53:18,1,0,2024-05-23 16:53:31,KPI_DATA_build_20240523_120015.csv
414,2024-05-23 16:53:31,2024-05-23 16:53:46,1,0,2024-05-23 16:53:59,KPI_DATA_build_20240523_120015.csv
415,2024-05-23 16:53:59,2024-05-23 16:54:24,1,0,2024-05-23 16:54:42,KPI_DATA_build_20240523_120015.csv
