1,26717269,-1725605,4274834
1,26521144,-1850262,4612633
1,26752515,-1571545,4294031
1,26963154,-1642359,4627469
1,26488066,-1831503,4262530
1,26919857,-1649927,4654945
1,26557722,-1897953,4280506
1,26913228,-1551565,4497718
1,26591646,-1886914,4437777
1,26824236,-1628713,4492761
1,26671357,-1804156,4463617
1,26589925,-1846451,4435597
1,26878121,-1619210,4660499
1,26655136,-1852794,4405121
1,26893462,-1576663,4442688
1,26595508,-1862637,4438060
1,26668453,-1758093,4430580
1,26778276,-1718609,4623685
1,26669750,-1727733,4224963
1,26877379,-1623412,4630594
1,26518598,-1958386,4381874
1,26871314,-1602146,4548224
1,26525251,-1929167,4447245
1,26961990,-1597479,4414665
1,26566769,-1834459,4396492
1,26896886,-1672188,4440399
1,26568334,-1737241,4436638
1,26942098,-1661879,4597149
1,26566361,-1817637,4379651
1,26728017,-1740688,4533187
1,26789304,-1742924,4504793
1,26609025,-1772826,4488467
1,26907982,-1641813,4402156
1,26592190,-1761518,4360477
1,26952926,-1617825,4510739
1,26644139,-1828171,4374387
1,26644523,-1724275,4428350
1,26908825,-1675229,4603471
1,26522734,-1851503,4318582
1,26769906,-1746366,4630091
1,26690451,-1778763,4429345
1,26659922,-1780744,4472646
1,26737858,-1796949,4469794
1,26577615,-1646706,4745237
1,26618410,-1868063,4353416
1,26765341,-1790812,4400205
1,26697874,-1731357,4602773
1,26701673,-1758015,4437186
1,26751142,-1753739,4929624
1,26578029,-1909614,4261541
1,26918385,-1557217,4449933
1,26528524,-1972318,4536826
1,26888306,-1548107,4455122
1,26826819,-1682205,4541458
1,26650377,-2426065,1658972
1,26449774,-2089170,-3088857
1,26366571,-1891666,-5819567
1,26450186,-1834289,-7801651
1,26341774,-1895767,-9377151
1,26252304,-2208792,-11950621
1,26614122,-2059522,-14239353
1,26584495,-2335296,-16404054
1,26553190,-2465110,-18633171
1,26786257,-2470605,-20856374
1,26758563,-2334814,-22731570
1,26198346,-2850721,-20933007
1,26388399,-2774250,-22657791
1,26344544,-2802535,-22116632
1,26438136,-2585884,-22436268
1,25750966,1580468,-13580138
1,26099994,-1351700,-15247637
1,25736795,-1392666,-15602360
1,26054208,-1564954,-15563437
1,25983888,-1676236,-12550440
1,26229867,-1637429,-10509485
1,26027580,-1805285,-7343085
1,27078773,-3214054,-772344
1,26897198,-3795698,4790191
1,26526228,-3473418,4492285
1,26215365,-3142457,3269259
1,26764376,-1255601,4440706
1,26469005,-2051416,4381191
1,26919550,-1609751,4500657
1,26568413,-1801543,4381150
1,26933969,-1684828,4304857
1,26557833,-1704464,4387603
1,26743048,-1700055,4365612
1,26648846,-1831490,4387737
1,26623314,-1780479,4268081
1,26702741,-1753313,4256119
1,26531924,-1929358,4134018
1,26681667,-1642357,4265032
1,26803651,-1792415,4438534
1,26488652,-1845737,4170989
1,26781817,-1737954,4314424
1,26574684,-1806856,4151853
1,26785915,-1603110,4226716
1,26517705,-1877011,4290367
1,26808650,-1702486,4226236
1,26514204,-1861728,4163556
1,26632346,-1796803,4144776
1,26730839,-1690951,3997593
1,26456152,-1899613,4273056
1,26682943,-1891425,4360928
1,26665861,-1658450,4203069
2,26636611,-1647955,4306489
2,26831173,-1559729,4399634
2,26624743,-1750800,4322817
2,27038040,-1544061,4741253
2,26431316,-1947239,4269750
2,26933934,-1570914,4452255
2,26532960,-1908490,4490451
2,27007996,-1552635,4491409
2,26536512,-1809820,4352537
2,26973224,-1615700,4380356
2,26603552,-1715529,4414023
2,26841371,-1730610,4589176
2,26723570,-1712135,4432462
2,26752601,-1742119,4540216
2,26900651,-1633269,4354587
2,26660497,-1752198,4515725
2,26827503,-1756102,4647661
2,26657800,-1680068,4442980
2,26790504,-1625065,4452334
2,26585417,-1817494,4423619
2,26934114,-1613943,4491308
2,26684395,-1752197,4518698
2,26754910,-1700792,4390934
2,26908797,-1544497,4571703
2,26576518,-1929757,4419930
2,26868436,-1600253,4420383
2,26592048,-1844874,4507939
2,26844411,-1666450,4346449
2,26718844,-1766012,4473849
2,26680365,-1711308,4538835
2,26839162,-1712121,4513449
2,26697802,-1719572,4420728
2,26613867,-1815162,4537574
2,26834429,-1674760,4476126
2,26543540,-1830193,4427632
2,26900393,-1743102,4453718
2,26614756,-1689499,4339058
2,26698746,-1822318,4534439
2,26860656,-1622171,4449178
2,26541560,-1845811,4449713
2,26953369,-1625193,4481409
2,26592562,-1765136,4552084
2,26874710,-1705897,4481911
2,26753841,-1727392,4500665
2,26899304,-1698966,4674365
2,26615004,-1759808,4354564
2,26747711,-1776088,4433219
2,26701907,-2148812,4194237
2,27000925,-1421587,4501312
2,26655630,-1765414,4553860
2,26799408,-1686009,4430536
2,26660134,-1778310,4426598
2,26860849,-1695647,4346509
2,26566802,-1753663,2328504
2,26668820,-2107060,-2384891
2,26732200,-2034367,-5341603
2,26491170,-1835498,-7570313
2,26442858,-1807118,-9557427
2,26489432,-1766457,-11727961
2,26526044,-1607852,-13748186
2,26373134,-1724616,-15895898
2,26466244,-1678778,-18156238
2,26545287,-1737766,-20308807
2,26683577,-1704524,-22529411
2,26404506,-1737679,-21305933
2,26253437,-2085886,-22641011
2,26418288,-1761434,-23414996
2,26415615,-1924824,-23232108
2,26243391,-1414503,-22749924
2,25370336,-1501118,-14964978
2,25405277,-1506117,-15443353
2,25599994,-1529063,-15003373
2,25732372,-1650132,-15334834
2,25495994,-1675387,-11580408
2,25806256,-1804473,-8786173
2,25635749,-1934241,-5891593
2,27115679,-3229889,2357474
2,26913802,-3585009,4615216
2,26606256,-3143598,4570502
2,26617506,-1488240,4368125
2,26933363,-1784045,4524480
2,26628484,-1716889,4336180
2,26919581,-1670620,4530497
2,26590297,-1886700,4374554
2,26799081,-1632198,4483482
2,26673547,-1799869,4333313
2,26637682,-1708344,4398593
2,26813146,-1763477,4552766
2,26561976,-1830784,4307568
2,26839327,-1669478,4640365
2,26589151,-1856741,4287372
2,26845488,-1581151,4383093
2,26680898,-1827837,4423649
2,26559259,-1846020,4316572
2,26854763,-1610885,4457509
2,26572673,-1882364,4282307
2,26796271,-1595647,4461296
2,26696650,-1911754,4310002
2,26658115,-1671841,4206246
2,26791644,-1757660,4456629
2,26586959,-1847778,4228222
2,26451809,-1832308,4441491
2,26608996,-1845340,3923652
2,26705646,-1724591,4408295
2,26700130,-1745769,4501895
3,26651637,-1569424,4347511
3,26341128,-1880724,4520154
3,26797029,-1520902,4312409
3,26839483,-1863648,4679724
3,26762224,-1742905,4470663
3,26530723,-1723530,4406112
3,26878952,-1768810,4534218
3,26553365,-1750688,4349991
3,26795452,-1738824,4479332
3,26677861,-1784899,4505180
3,26793805,-1660462,4503389
3,26711079,-1782253,4573064
