brick_id,pickup_start,pickup_end,pickup_attempts,belt_activation,place_end,source_file
15,2024-06-16 13:38:40,2024-06-16 13:39:21,2,1,2024-06-16 13:39:33,KPI_DATA_build_20240616_132646.csv
16,2024-06-16 13:39:33,2024-06-16 13:40:08,1,1,2024-06-16 13:40:21,KPI_DATA_build_20240616_132646.csv
17,2024-06-16 13:40:21,2024-06-16 13:41:29,2,2,2024-06-16 13:41:42,KPI_DATA_build_20240616_132646.csv
75,2024-06-16 13:44:21,2024-06-16 13:44:49,1,0,2024-06-16 13:45:01,KPI_DATA_build_20240616_134421.csv
76,2024-06-16 13:45:01,2024-06-16 13:45:16,1,0,2024-06-16 13:45:29,KPI_DATA_build_20240616_134421.csv
77,2024-06-16 13:45:29,2024-06-16 13:45:51,2,0,2024-06-16 13:46:03,KPI_DATA_build_20240616_134421.csv
78,2024-06-16 13:46:03,2024-06-16 13:46:50,2,1,2024-06-16 13:47:03,KPI_DATA_build_20240616_134421.csv
79,2024-06-16 13:47:03,2024-06-16 13:47:17,1,0,2024-06-16 13:47:30,KPI_DATA_build_20240616_134421.csv
80,2024-06-16 13:47:30,2024-06-16 13:47:44,1,0,2024-06-16 13:47:57,KPI_DATA_build_20240616_134421.csv
81,2024-06-16 13:47:57,2024-06-16 13:50:32,2,6,2024-06-16 13:50:43,KPI_DATA_build_20240616_134421.csv
82,2024-06-16 13:50:43,2024-06-16 13:50:57,1,0,2024-06-16 13:51:08,KPI_DATA_build_20240616_134421.csv
18,2024-06-16 13:51:08,2024-06-16 13:52:26,3,2,2024-06-16 13:52:36,KPI_DATA_build_20240616_134421.csv
19,2024-06-16 13:52:36,2024-06-16 13:53:43,5,1,2024-06-16 13:53:54,KPI_DATA_build_20240616_134421.csv
20,2024-06-16 13:53:54,2024-06-16 13:54:07,1,0,2024-06-16 13:54:18,KPI_DATA_build_20240616_134421.csv
21,2024-06-16 13:54:18,2024-06-16 13:54:53,1,1,2024-06-16 13:55:04,KPI_DATA_build_20240616_134421.csv
22,2024-06-16 13:55:04,2024-06-16 13:55:40,1,1,2024-06-16 13:55:52,KPI_DATA_build_20240616_134421.csv
23,2024-06-16 13:55:52,2024-06-16 13:57:01,5,1,2024-06-16 13:57:13,KPI_DATA_build_20240616_134421.csv
24,2024-06-16 13:57:13,2024-06-16 13:57:50,1,1,2024-06-16 13:58:02,KPI_DATA_build_20240616_134421.csv
25,2024-06-16 13:58:02,2024-06-16 13:58:16,1,0,2024-06-16 13:58:28,KPI_DATA_build_20240616_134421.csv
26,2024-06-16 13:58:28,2024-06-16 13:59:18,2,1,2024-06-16 13:59:29,KPI_DATA_build_20240616_134421.csv
27,2024-06-16 13:59:29,2024-06-16 13:59:43,1,0,2024-06-16 13:59:54,KPI_DATA_build_20240616_134421.csv
28,2024-06-16 13:59:54,2024-06-16 14:00:07,1,0,2024-06-16 14:00:18,KPI_DATA_build_20240616_134421.csv
29,2024-06-16 14:00:18,2024-06-16 14:00:54,1,1,2024-06-16 14:01:04,KPI_DATA_build_20240616_134421.csv
30,2024-06-16 14:01:04,2024-06-16 14:01:18,1,0,2024-06-16 14:01:30,KPI_DATA_build_20240616_134421.csv
31,2024-06-16 14:01:30,2024-06-16 14:03:08,5,2,2024-06-16 14:03:20,KPI_DATA_build_20240616_134421.csv
32,2024-06-16 14:03:20,2024-06-16 14:04:44,3,2,2024-06-16 14:04:56,KPI_DATA_build_20240616_134421.csv
33,2024-06-16 14:04:56,2024-06-16 14:06:26,4,2,2024-06-16 14:06:39,KPI_DATA_build_20240616_134421.csv
34,2024-06-16 14:06:39,2024-06-16 14:07:32,3,1,2024-06-16 14:07:42,KPI_DATA_build_20240616_134421.csv
35,2024-06-16 14:07:42,2024-06-16 14:08:03,2,0,2024-06-16 14:08:13,KPI_DATA_build_20240616_134421.csv
36,2024-06-16 14:08:13,2024-06-16 14:09:07,3,1,2024-06-16 14:09:17,KPI_DATA_build_20240616_134421.csv
37,2024-06-16 14:09:17,2024-06-16 14:11:09,4,3,2024-06-16 14:11:20,KPI_DATA_build_20240616_134421.csv
38,2024-06-16 14:11:20,2024-06-16 14:12:02,2,1,2024-06-16 14:12:14,KPI_DATA_build_20240616_134421.csv
39,2024-06-16 14:12:14,2024-06-16 14:13:06,3,1,2024-06-16 14:13:19,KPI_DATA_build_20240616_134421.csv
40,2024-06-16 14:13:19,2024-06-16 14:13:33,1,0,2024-06-16 14:13:45,KPI_DATA_build_20240616_134421.csv
41,2024-06-16 14:13:45,2024-06-16 14:13:58,1,0,2024-06-16 14:14:11,KPI_DATA_build_20240616_134421.csv
