0,1,2,3,4,5,6,7,8
160.0,200.0,16.0,0,201,3003,28,9,2
176.0,24.0,16.0,0,205,3001,28,1,3
176.0,56.0,16.0,0,206,3001,28,9,3
176.0,88.0,16.0,0,207,3001,28,8,3
176.0,120.0,16.0,0,208,3001,28,8,2
176.0,152.0,16.0,0,209,3001,28,8,3
176.0,184.0,16.0,0,210,3001,28,8,3
176.0,216.0,16.0,0,211,3001,28,9,2
192.0,24.0,16.0,0,212,3001,28,1,3
192.0,56.0,16.0,0,213,3001,28,8,3
192.0,88.0,16.0,0,214,3001,28,8,3
192.0,120.0,16.0,0,215,3001,28,8,3
192.0,152.0,16.0,0,216,3001,28,8,3
192.0,184.0,16.0,0,217,3001,28,8,3
192.0,216.0,16.0,0,218,3001,28,8,3
192.0,248.0,16.0,0,219,3001,28,8,2
208.0,24.0,16.0,0,220,3001,28,1,3
208.0,56.0,16.0,0,221,3001,28,8,3
208.0,88.0,16.0,0,222,3001,28,8,3
208.0,120.0,16.0,0,223,3001,28,8,3
208.0,152.0,16.0,0,224,3001,28,8,3
208.0,184.0,16.0,0,225,3001,28,8,3
208.0,216.0,16.0,0,226,3001,28,8,3
208.0,248.0,16.0,0,227,3001,28,8,3
224.0,24.0,16.0,0,228,3001,28,1,3
224.0,56.0,16.0,0,229,3001,28,8,3
224.0,88.0,16.0,0,230,3001,28,8,3
224.0,120.0,16.0,0,231,3001,28,8,3
224.0,152.0,16.0,0,232,3001,28,8,3
224.0,184.0,16.0,0,233,3001,28,8,3
224.0,216.0,16.0,0,234,3001,28,8,3
224.0,248.0,16.0,0,235,3001,28,8,3
240.0,24.0,16.0,0,236,3001,28,1,3
240.0,56.0,16.0,0,237,3001,28,8,3
240.0,88.0,16.0,0,238,3001,28,8,3
240.0,120.0,16.0,0,239,3001,28,8,3
240.0,152.0,16.0,0,240,3001,28,8,3
240.0,184.0,16.0,0,241,3001,28,8,3
240.0,216.0,16.0,0,242,3001,28,8,3
240.0,248.0,16.0,0,243,3001,28,8,3
256.0,24.0,16.0,0,244,3001,28,1,3
256.0,56.0,16.0,0,245,3001,28,8,3
256.0,88.0,16.0,0,246,3001,28,8,3
256.0,120.0,16.0,0,247,3001,28,8,3
256.0,152.0,16.0,0,248,3001,28,8,3
256.0,184.0,16.0,0,249,3001,28,8,3
256.0,216.0,16.0,0,250,3001,28,8,3
256.0,248.0,16.0,0,251,3001,28,8,3
272.0,24.0,16.0,0,252,3001,28,1,3
272.0,56.0,16.0,0,253,3001,28,8,3
272.0,88.0,16.0,0,254,3001,28,8,3
272.0,120.0,16.0,0,255,3001,28,8,3
272.0,152.0,16.0,0,256,3001,28,8,3
272.0,184.0,16.0,0,257,3001,28,8,3
272.0,216.0,16.0,0,258,3001,28,8,3
272.0,248.0,16.0,0,259,3001,28,8,3
112.0,24.0,16.0,0,282,3022,28,0,0
112.0,40.0,16.0,0,283,3020,28,9,1
128.0,120.0,16.0,0,284,3022,28,0,0
128.0,136.0,16.0,0,285,3020,28,8,1
160.0,216.0,16.0,0,286,3022,28,9,1
32.0,248.0,19.200000000000003,0,299,3020,28,0,0
40.0,232.0,19.200000000000003,1,305,3020,28,0,0
40.0,248.0,19.200000000000003,1,306,3020,28,8,1
40.0,264.0,19.200000000000003,1,307,3020,28,8,1
56.0,24.0,19.200000000000003,1,308,3020,28,0,0
56.0,40.0,19.200000000000003,1,309,3020,28,7,1
64.0,136.0,19.200000000000003,0,310,3022,28,0,0
56.0,152.0,19.200000000000003,1,311,3020,28,7,1
64.0,168.0,19.200000000000003,0,312,3020,28,7,1
64.0,200.0,19.200000000000003,0,313,3020,28,9,1
80.0,56.0,19.200000000000003,0,314,3020,28,7,1
80.0,88.0,19.200000000000003,0,315,3020,28,7,1
72.0,120.0,19.200000000000003,1,316,3020,28,9,1
72.0,136.0,19.200000000000003,1,317,3020,28,9,1
192.0,168.0,19.200000000000003,0,318,3022,28,0,0
184.0,184.0,19.200000000000003,1,319,3020,28,7,1
184.0,200.0,19.200000000000003,1,320,3020,28,7,1
184.0,216.0,19.200000000000003,1,321,3020,28,7,1
200.0,168.0,19.200000000000003,1,322,3020,28,2,1
208.0,232.0,19.200000000000003,0,323,3020,28,7,1
216.0,24.0,19.200000000000003,1,324,3020,28,0,0
216.0,40.0,19.200000000000003,1,325,3020,28,7,1
216.0,56.0,19.200000000000003,1,326,3020,28,7,1
216.0,136.0,19.200000000000003,1,327,3020,28,0,0
216.0,152.0,19.200000000000003,1,328,3020,28,9,1
224.0,264.0,19.200000000000003,0,334,3022,28,0,0
240.0,72.0,19.200000000000003,0,335,3020,28,7,1
232.0,104.0,19.200000000000003,1,336,3020,28,7,1
232.0,120.0,19.200000000000003,1,337,3020,28,9,1
32.0,248.0,22.400000000000002,0,355,3020,28,0,0
48.0,232.0,22.400000000000002,0,356,3020,28,1,1
64.0,40.0,22.400000000000002,0,357,3022,28,0,0
56.0,136.0,22.400000000000002,1,358,3020,28,0,0
64.0,184.0,22.400000000000002,0,359,3020,28,0,0
64.0,216.0,22.400000000000002,0,360,3022,28,7,1
80.0,104.0,22.400000000000002,0,361,3020,28,3,1
208.0,184.0,22.400000000000002,0,362,3020,28,0,0
208.0,216.0,22.400000000000002,0,363,3020,28,7,1
240.0,24.0,22.400000000000002,0,364,3020,28,0,0
240.0,56.0,22.400000000000002,0,365,3022,28,7,1
240.0,136.0,22.400000000000002,0,366,3020,28,0,0
256.0,120.0,22.400000000000002,0,367,3022,28,0,0
24.0,24.0,25.6,1,287,3001,28,5,1
24.0,40.0,25.6,1,288,3001,28,6,1
32.0,56.0,25.6,0,289,3003,28,7,3
32.0,72.0,25.6,0,290,3001,28,7,3
32.0,104.0,25.6,0,291,3001,28,7,3
24.0,136.0,25.6,1,292,3001,28,7,1
24.0,152.0,25.6,1,293,3001,28,6,1
24.0,168.0,25.6,1,294,3001,28,6,1
24.0,184.0,25.6,1,295,3001,28,6,2
24.0,200.0,25.6,1,296,3001,28,6,2
24.0,216.0,25.6,1,297,3001,28,9,1
32.0,232.0,25.6,0,298,3003,28,9,2
40.0,56.0,25.6,1,300,3001,28,9,1
40.0,72.0,25.6,1,301,3001,28,9,1
40.0,88.0,25.6,1,302,3001,28,9,1
40.0,104.0,25.6,1,303,3001,28,9,2
40.0,120.0,25.6,1,304,3001,28,9,2
216.0,184.0,25.6,1,329,3001,28,8,1
216.0,200.0,25.6,1,330,3001,28,8,2
216.0,216.0,25.6,1,331,3001,28,8,2
216.0,232.0,25.6,1,332,3001,28,8,2
224.0,248.0,25.6,0,333,3003,28,9,1
240.0,168.0,25.6,0,338,3003,28,9,2
240.0,248.0,25.6,0,339,3001,28,8,3
248.0,24.0,25.6,1,340,3001,28,1,2
248.0,40.0,25.6,1,341,3001,28,8,1
248.0,56.0,25.6,1,342,3001,28,8,2
248.0,72.0,25.6,1,343,3001,28,8,1
248.0,88.0,25.6,1,344,3001,28,9,1
248.0,136.0,25.6,1,345,3001,28,8,2
248.0,152.0,25.6,1,346,3001,28,9,2
248.0,168.0,25.6,1,347,3001,28,8,3
248.0,184.0,25.6,1,348,3001,28,8,3
248.0,200.0,25.6,1,349,3001,28,8,3
248.0,216.0,25.6,1,350,3001,28,8,3
248.0,232.0,25.6,1,351,3001,28,8,3
248.0,248.0,25.6,1,352,3001,28,8,3
248.0,264.0,25.6,1,353,3001,28,8,3
272.0,104.0,25.6,0,354,3001,28,9,2
32.0,24.0,28.8,0,368,3020,28,0,0
32.0,56.0,28.8,0,369,3020,28,7,1
32.0,88.0,28.8,0,370,3020,28,7,1
32.0,120.0,28.8,0,371,3020,28,7,1
32.0,152.0,28.8,0,372,3020,28,7,1
32.0,184.0,28.8,0,373,3020,28,7,1
32.0,216.0,28.8,0,374,3020,28,7,1
48.0,40.0,28.8,0,375,3022,28,0,0
48.0,56.0,28.8,0,376,3020,28,8,1
48.0,88.0,28.8,0,377,3020,28,8,1
48.0,120.0,28.8,0,378,3020,28,8,1
48.0,152.0,28.8,0,379,3020,28,8,1
48.0,184.0,28.8,0,380,3020,28,8,1
216.0,200.0,28.8,1,381,3020,28,0,0
224.0,216.0,28.8,0,382,3020,28,7,1
240.0,184.0,28.8,0,383,3022,28,3,1
240.0,216.0,28.8,0,384,3020,28,8,1
240.0,248.0,28.8,0,385,3020,28,7,1
248.0,24.0,28.8,1,386,3020,28,0,0
256.0,40.0,28.8,0,387,3020,28,7,1
256.0,152.0,28.8,0,388,3020,28,3,1
256.0,184.0,28.8,0,389,3020,28,8,1
256.0,216.0,28.8,0,390,3020,28,8,1
256.0,248.0,28.8,0,391,3020,28,8,1
272.0,40.0,28.8,0,392,3020,28,8,1
272.0,72.0,28.8,0,393,3020,28,7,1
272.0,136.0,28.8,0,394,3022,28,0,0
272.0,152.0,28.8,0,395,3020,28,8,1
272.0,184.0,28.8,0,396,3020,28,8,1
272.0,216.0,28.8,0,397,3020,28,8,1
272.0,248.0,28.8,0,398,3020,28,8,1
32.0,40.0,32.0,0,399,3022,28,0,0
24.0,56.0,32.0,1,400,3020,28,7,1
24.0,72.0,32.0,1,401,3020,28,7,1
24.0,88.0,32.0,1,402,3020,28,7,1
32.0,104.0,32.0,0,403,3022,28,7,1
32.0,168.0,32.0,0,404,3022,28,0,0
32.0,184.0,32.0,0,405,3020,28,7,1
216.0,200.0,32.0,1,406,3020,28,0,0
216.0,216.0,32.0,1,407,3020,28,7,1
240.0,184.0,32.0,0,408,3022,28,3,1
232.0,232.0,32.0,1,409,3020,28,7,1
232.0,248.0,32.0,1,410,3020,28,7,1
256.0,24.0,32.0,0,411,3022,28,0,0
248.0,168.0,32.0,1,412,3020,28,3,1
248.0,184.0,32.0,1,413,3020,28,8,1
248.0,200.0,32.0,1,414,3020,28,8,1
248.0,216.0,32.0,1,415,3020,28,9,1
248.0,264.0,32.0,1,416,3020,28,7,1
272.0,24.0,32.0,0,417,3020,28,1,1
