0,1,2,3,4,5,6,7,8
40.0,24.0,0.0,0,0,3022,21,0,0
40.0,40.0,0.0,0,1,3022,23,7,1
24.0,24.0,0.0,0,2,3022,23,5,2
24.0,40.0,0.0,0,3,3022,21,6,3
32.0,32.0,3.2,0,4,3022,28,0,4
